artifact_id;lien_ok;text_for_matching
0-آثارنا المنهوبة_16_p003_a478c1a3;https://www.liveauctioneers.com/; . / Liveauctioneers : (1912-1992) DÃ1 / 4sseldorf . : South Arabia - 1st Century Ad - Alabaster Head Of A Youth, C. 1st Century B.c., Munich in Bavaria - Nov 11, 2023 | Kunstauktionshaus Zemanek. The head of a statue. The head of a statue of a man of the marble is clear-cut... two eyeballs, two eyebrows, two eyebrows, and a mouth. Marble. 1st century B.C./C.I. Liveauctioneers Good. Source: Hansokrams (1912-1992), DÜ1 / 4sseldorf, Germany. The piece link in the text refers to: South Arabia - 1st Century Ad - Alabaster Head Of A Youth, C. 1st Century B.c., Munich in Bavaria - Nov 11, 2023 / Kunstauktionshaus Zemanek.
0-آثارنا المنهوبة_16_p008_0033d68a;https://il.bidspirit.com/ui/lotPage/deutsch/source/search/auction/42319/lot/91019/A?lang=ar; . 1 - 4 . 6.7 Bidspirit A statue. A statue. She grabs the right hand to the side of the head, a band covering the hair. Bronze. 1-4 m. 6.7 cm Bidspirit Good.
0-آثارنا المنهوبة_16_p009_67e0ca1b;https://il.bidspirit.com/ui/lotPage/deutsch/source/search/auction/42319/lot/90960/ARM?lang=ar; 1 - 2 . 29.5 bidspirit ARM / FEMALE / BRONZE / ARABIAN / SOUTH Hand. An arm made out of bronze, clear-cut, five-fingered fingers in the middle, wearing a bracelet, and at the joint, a line. Bronze. 1 - 2 m. 29.5 bidspirit Good. ARM / FEMALE / BRONZE / ARABIAN / SOUTH
0-آثارنا المنهوبة_16_p010_1a66044c;https://il.bidspirit.com/ui/lotPage/deutsch/source/search/auction/42319/lot/91017/A4t?lang=ar-7th-CAMEL-A-OF-FIGURINE-BRONZE;0 . 07-avr 7.5 bidspirit A statue. The bronze statue is a camel. It surrounds the top of the neck of the rope, and his body has a tranquil inscription in the blade line, which is unclear, and his body covers a whole layer of effort. Bronze. 07-avr 7.5 cm bidspirit
0-آثارنا المنهوبة_16_p011_ba9f2252;https://il.bidspirit.com/ui/lotPage/deutsch/source/search/auction/42319/lot/90888/AIBEX?lang=ar;1 , . 5 6.0 200 bidspirit IBEX? Crouching Bronze Arabian South A statue. Eyes, nose, mouth and chin, he's got curved horns down the neck attached to the ears. Bronze. 5 6.0 cm, 200 g bidspirit Good.
0-آثارنا المنهوبة_16_p012_54866ff3;https://il.bidspirit.com/ui/lotPage/deutsch/source/search/auction/37118/lot/90329/A;2 4 - 2 11.5 bidspirit A statue. Stubborn standing on the base of one arm stretching forward and the other to the side engraved with an unclear graft line because of the rust layer covering the body of the statue. Bronze. 4.2 BC 11.5 cm bidspirit Because of the rust layer that covers the body of the statue.
0-آثارنا المنهوبة_16_p013_c15d6f3a;https://il..com/ui/lotPage/deutsch/source/search/auction/17191/lot/87309/A?lang=ar;3 . 2 33.5 Bidspirit A statue. A statue of bronze, in front of the apron. Bronze. 2 Dalela Bug 33.5 Bidspirit Grandpa.
0-آثارنا المنهوبة_16_p014_9c48a41b;https://il.bidspirit.com/ui/lotPage/deutsch/source/search/auction/42319/lot/90972/A1?lang=ar;4 . 10.0 bidspirit A statue. A bronze statue of a camel in a motion that's clear-cut... the body's face, except for its ears... is a small, visible mass... covering a layer of bronze echoes. The bronze. M.R.I. Falla. 10.0 mS bidspirit Bad.
0-آثارنا المنهوبة_20_p001_14ba7e53;https://n9.cl/179y1;" [ ... ...] . 175-215 14 1.7 ebay Currency An old, irregularly shaped Yemeni currency, with a bunch of nicknames [R.Y.D. ...], plus a mongram, while the other face also shows an expression of another human face and on its cheek the ""M"" stands out. Metal. 175-215 m"
0-آثارنا المنهوبة_20_p002_b14b00e4;https://n9.cl/ozza5h;  (17 2.27 ) ebay An old Yemeni coin. An old Yemeni coin, on one face, is an expression of the owl bird and a set of Latin letters next to it, and the other one shows an expression of a human face. Metal. The first century before the miles - the first century. (17 mm, 2.27 g)
0-آثارنا المنهوبة_20_p003_45ff5832;https://n9.cl/dwnvb; (E)  10 0.89 ebay An old Yemeni coin. An old Yemeni coin, one face of which is a reflection of the owl bird and a Latin letter next to it, and the other with a human face on its cheek, some of the owls. Metal. Late 4th century - mid-second century before the Miles
0-آثارنا المنهوبة_20_p004_ee5f7ead;https://n9.cl/40nu9;" [ ]... ... .)( 125-135 15 1.67 ebay An old Yemeni coin. An old Yemeni coin, on one face, is a reflection of a human image and a bunch of ""black letters,"" plus glue, and the other face also appears in it as an expression of a human face. Metal. 125-135 m 15 mm, 1.67 g"
0-آثارنا المنهوبة_20_p005_75c53cdf;https://n9.cl/wk8ig; ( ... )...  25 5.04 ebay - 25 5.04 ebay An old Yemeni coin.
0-آثارنا المنهوبة_20_p006_85bfc1a7;https://n9.cl/lmg4m; - 0.58 ebay An old Yemeni coin. An old Yemeni coin, irregular in shape and unclear as the other face has the Greek effect, one face of which is a reflection of the owl bird and a few Latin letters next to it. Metal. Late 4th century, mid-second century, before the miles. 0.58 grams ebay
0-آثارنا المنهوبة_20_p007_2524522f;https://n9.cl/45z74; «... » . 175-215 14 1.74 ebay An old Yemeni coin. An old, irregularly shaped Yemeni coin, with one face reflecting a human image and a bunch of hypnotic characters... in addition to elegance, and the other face also showing a human face surrounded by a round frame. Metal. 175-215 m
0-آثارنا المنهوبة_20_p008_111af9b2;https://n9.cl/45z74;  13 2.56 ebay An old Yemeni coin. An old Yemeni coin that is irregular in shape and unclear in its salt, on one face, shows what appears to be the manifestation of the owl bird, while the other face shows an almost unclear human face. Metal. Late 4th century, mid-second century, before the miles. 13 mm, 2.56 grams
0-آثارنا المنهوبة_20_p009_f0225467;https://n9.cl/45z74;  25 5.04 ebay An old Yemeni coin. An old Yemeni coin, on one face, is an image of an owl that stands on a dagger, along with some inexplicable Latin and Latin characters, while the other appears to have a human face surrounded by a vegetarian decorative frame. Metal. The first century before the miles - the first century.
0-آثارنا المنهوبة_20_p010_dd9973f8;https://n9.cl/45z74;0 ... 175-215 ebay An old Yemeni coin. An old Yemeni coin that shows on one face the expression of a prominent human face, hair braids dribbling on his right cheek, and the face is surrounded by an engineering decorative frame, such as adjoining highlights, and behind the face there's a mongram with the obvious letters of it h, z,... It's rude. 175-215 m
0-آثارنا المنهوبة_20_p011_6e014a26;https://n9.cl/45z74;"1 [ ]... ... . (13 0.88 ) ebay An old Yemeni coin. An old Yemeni coin, one of whose faces appears as an image of a human being and a bunch of ""black letters,"" and the other one also shows an expression of a human face surrounded by an arched probe, with a layer of rust. Metal. Fever period (13 mm, 0.88 cm)"
0-آثارنا المنهوبة_20_p012_8da05589;https://n9.cl/45z74;2  17 2.27 ebay Currency An old Yemeni coin, on one face, is an expression of the owl, on the other, a manifestation of a human face surrounded by a vegetarian decorative frame. Metal. 1st century BC - 1st century AD 17 mm, 2.27 g
0-آثارنا المنهوبة_20_p013_724465ac;https://n9.cl/45z74;3  8 0.45 ebay An old Yemeni coin. An ancient Yemeni coin, one face of which is a reflection of the owl bird, and the other face of which is a visible human face. Ugly metal. Late 4th century, mid-second century, before the miles. 8 mm, 0.45 g
0-آثارنا المنهوبة_20_p014_98e475ac;https://n9.cl/45z74;4  25 5.40 ebay An old Yemeni coin. An ancient Yemeni coin, one face of which is a reflection of the owl bird and some Latin and black characters next to it, appears in the middle of which a severe obliteration is likely to contain a human face, and for the owl it is surrounded by a vegetarian decorative frame. Metal. The first century before the miles - the first century.
0-آثارنا المنهوبة_20_p015_b321d6c7;https://n9.cl/45z74;5  21 4.48 ebay An old Yemeni coin. An ancient Yemeni coin, one of whose faces is an image of the owl bird, and the other one is an expression of a human face. Metal. 1st century BC - 1st century AD 21 mm, 4.48 g
0-آثارنا المنهوبة_20_p016_47008bd5;https://n9.cl/45z74;6  15 4.57 ebay 15 4.57 ebay An old Yemeni coin.
0-آثارنا المنهوبة_20_p017_f8383222;https://n9.cl/45z74;7  12 2.49 ebay An old Yemeni coin. An ancient Yemeni coin, one face of which is a reflection of the owl's unmarked bird, with some of the tanned Greek characters next to it, and the other face of which is a reflection of a human face. Metal. Late 4th century - Mid 2nd century BC 12 mm, 2.49 grams
0-آثارنا المنهوبة_20_p018_6abb85bf;https://n9.cl/45z74;8 - 7 0.46 Ebay An old Yemeni coin. An old Yemeni coin that appears irregularly, obliterated, salty, on one face, is a reflection of the owl and the letterheads of the owl. Metal. Late 4th century, mid-second century, before the miles. 7 millimeters, 0.46 grams Ebay
0-آثارنا المنهوبة_20_p019_6b4fc758;https://n9.cl/45z74;9  8 0.42 ebay An old Yemeni coin. An ancient Yemeni coin, one face of which is a reflection of the owl bird, and the other face of which is an expression of a man's face that is clear and salty. Silver. Late 4th century, mid-second century, before the miles. 8 mm, 0.42 g
0-آثارنا المنهوبة_20_p020_c52ba027;https://n9.cl/45z74;0  9 0.44 ebay An old Yemeni coin. An ancient Yemeni coin, on one side of which is a reflection of the owl bird, with some indiscretionous insignia, and the other face is extremely obliterated and is likely to contain an expression of a human face. Silver metal. Late 4th century, mid-second century, before the miles. 9 mm, 0.44 g
0-آثارنا المنهوبة_20_p021_7fe4d473;https://n9.cl/45z74;1   25 5.50 ebay - 25 5.50 ebay
0-آثارنا المنهوبة_20_p022_baba8a54;https://n9.cl/45z74;2    25 5.31 ebay - 25 5.31 ebay An old Yemeni coin.
0-آثارنا المنهوبة_20_p023_2567218d;https://n9.cl/45z74;3  14 2.40 ebay An old Yemeni coin. An ancient Yemeni coin, on one face, appears to be an expression of the owl bird and with some inexplicable insignia, while the other face is likely to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. 14 mm, 2.40 grams
0-آثارنا المنهوبة_20_p024_ce068211;https://n9.cl/45z74;4  12 2.56 ebay An old Yemeni coin. An old Yemeni coin, on one face, appears to be an expression of the owl bird, and the other face is likely to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. 12 mm
0-آثارنا المنهوبة_20_p025_a1fc2918;https://n9.cl/45z74;5  12 2.10 ebay An old Yemeni coin. An old Yemeni coin with very, very severe obliteration in both faces so that the contents can be known. Metal. Late 4th century, mid-second century, before the miles. 12 mm, 2.10 grams ebay Very, very bad.
0-آثارنا المنهوبة_20_p026_610bf14f;https://n9.cl/45z74;6   18 1.95 ebay 1.95 ebay An old Yemeni coin. An old Yemeni coin with some early characters plus a mongram of the following characters (A, L, N, Y) surrounded by an engineering decorative frame, while the other face was likely to contain a human face surrounded by a vegetarian decorative frame. Metal.
0-آثارنا المنهوبة_20_p027_af3d91ae;https://n9.cl/45z74;7   17 1.77 ebay 1.77 ebay An old Yemeni coin. An old Yemeni currency, suffering major damage from a loss in most parts of it, with one face appearing in a mongram of the following letters (h,z,t). The other side is unclear, but it is surrounded by a vegetarian frame. Metal.
0-آثارنا المنهوبة_20_p028_9a4617ac;https://n9.cl/45z74;8  18 2.53 ebay An old Yemeni coin. An old Yemeni coin with various manifestations of damage, characterized by rusty and rusty cleavages. One of its faces shows a bunch of ana, l... as well as what appears to be the symbol of a heavenly God, while the other appears to have a human face surrounded by a decorative frame. Metal. The first century before the miles - the first century.
0-آثارنا المنهوبة_20_p029_46e9a3df;https://n9.cl/45z74;9  18 1.95 ebay An old Yemeni coin. An unclear old Yemeni coin, suffering from dilution and mutilation with both faces, as their contents could not be discerned. Metal. The first century before the miles - the first century. 18 mm, 1.95 g ebay
0-آثارنا المنهوبة_20_p030_1458be92;https://n9.cl/45z74;0 14 0.99 ebay An old Yemeni coin. An old Yemeni coin, on one face, which seems to be the manifestation of the owl's indiscretion, while the other face is obliterated. Metal. First century AD 14 mm, 0.99 g
0-آثارنا المنهوبة_20_p031_17726d68;https://n9.cl/45z74;1 [ ...]  16 1.66 ebay - 16 1.66 ebay
0-آثارنا المنهوبة_20_p032_f6012116;https://n9.cl/45z74;2  12 2.47 ebay An old Yemeni coin. An old Yemeni coin, on one face, appears to be an expression of the owl bird with some indiscretionary insignia, while the other appears to be an expression of a human face. Silver metal. Late 4th century, mid-second century, before the miles. 12 mm, 2.47 g
0-آثارنا المنهوبة_20_p033_e55e377a;https://n9.cl/45z74;3 ... [ ]...  14 1.30 ebay - 14 1.30 ebay An old Yemeni coin.
0-آثارنا المنهوبة_20_p034_1d594993;https://n9.cl/45z74;4 [... ]... . 175 . 15.4 1.84 ebay 175 . 15.4 1.84 ebay An old Yemeni coin.
0-آثارنا المنهوبة_20_p035_2cbf1ee3;https://n9.cl/45z74;5  8 0.61 ebay An old Yemeni coin. An old Yemeni coin, on one face, appears to be an expression of the owl bird, and the other appears to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. 8 mm, 0.61 g
0-آثارنا المنهوبة_20_p036_4747b1ef;https://n9.cl/45z74;"6  (8 0.54 ) ebay An old Yemeni coin. An old Yemeni coin, on one face, appears to be an expression of the owl bird, along with some indiscretionary insignia, while the other has an expression of a human face and on his cheek is an ""N"" with a pavilion. Metal. Late 4th century, mid-second century, before the miles. (8 mm, 0.54 cm)"
0-آثارنا المنهوبة_20_p037_2d4043d3;https://n9.cl/45z74;7  7 0.48 ebay An old Yemeni coin. An old Yemeni coin, on one face, appears to be an expression of the owl bird with some vague Latin characters next to it, while the other appears to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. 7 mm, 0.48 g
0-آثارنا المنهوبة_20_p038_a18becd5;https://n9.cl/45z74;8 - 7 0.35 ebay An old Yemeni coin. An old Yemeni coin, on one face, which seems to be an expression of the owl bird, and the other has a human face on the nose cheek with a pad. Metal. Late 4th century, mid-second century, before the miles. 7 mm, 0.35 g
0-آثارنا المنهوبة_20_p039_8d185c48;https://n9.cl/45z74;9  (8 0.54 ) ebay An old Yemeni coin. An old Yemeni coin on one of its faces, which appears to be an expression of the owl bird and with some indiscretionary insignia, the other appears to contain a human face. Metal. Late 4th century, mid-second century, before the miles. (8 mm, 0.54 cm) ebay
0-آثارنا المنهوبة_20_p040_f8c329c1;https://n9.cl/45z74;0 - 6 0.43 ebay An old Yemeni coin. An old Yemeni coin on one of its faces, which seems to be an expression of the owl bird, with some indiscretionary inklings, but the other face is sealed. Metal. Late 4th century, mid-second century, before the miles. 6 millimeters, 0.43 grams ebay
0-آثارنا المنهوبة_20_p041_ecea2d90;https://n9.cl/45z74;1  12 1.09 ebay An old Yemeni coin. An old Yemeni coin, on one face, is an expression of the owl bird, on the other, it seems to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. 12 mm, 1.09 g
0-آثارنا المنهوبة_20_p042_39bd1309;https://n9.cl/45z74;2  (8 0.52 ) ebay An old Yemeni coin. An old Yemeni coin, on one face, is an expression of the owl bird, on the other, it seems to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. (8 mm, 0.52 cm)
0-آثارنا المنهوبة_20_p043_9bbf2b5f;https://www.ebay.com;3 1321 - 1363 ebay A Muslim coin, a messenger. An indistinct, anonymous, Islamic Yemeni coin with an archaeology in it. Silver. 1321 - 1363 m Indistinct. ebay Bad.
0-آثارنا المنهوبة_20_p044_2e039779;https://www.ebay.com;4 1321 - 1363 ebay : A Muslim coin, a messenger. A Muslim Yemeni coin, a messenger, obliterated, inspired by an indistinct Islamic rich writing. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom
0-آثارنا المنهوبة_20_p045_9156a25d;https://www.ebay.com;5 )( 1321 - 1363 ebay A Muslim coin, a messenger. An Islamic Yemeni coin, a messenger... . ..brings in an Islamic antique. Silver. 1321 - 1363 m ebay Very good.
0-آثارنا المنهوبة_20_p046_462aae8f;https://www.ebay.com;6 )( 1321 - 1363 ebay A Muslim coin, a messenger. A Muslim coin, a messenger... ..turned on it clear Islamic archaeological books. Silver. 1321 - 1363 m ebay Very good.
0-آثارنا المنهوبة_20_p047_939f11c5;https://www.ebay.com;7 .  1321 - 1363 ebay : A Muslim coin, a messenger. A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom
0-آثارنا المنهوبة_20_p048_5801f2d6;https://www.ebay.com;8 .)( 1321 - 1363 ebay A Muslim coin, a messenger. A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good.
0-آثارنا المنهوبة_20_p049_701e2dca;https://www.ebay.com;9 .)( 1321 - 1363 ebay : Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom
0-آثارنا المنهوبة_20_p050_a1da5613;https://www.ebay.com;0 .)( 1321 - 1363 ebay : Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom
0-آثارنا المنهوبة_20_p051_1c6be826;https://www.ebay.com;1 .)( 1321 - 1363 ebay : A Muslim coin, a messenger. A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom
0-آثارنا المنهوبة_20_p052_0d4b862d;https://www.ebay.com;2 .)( 1321 - 1363 ebay . Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. The location of the piece is the United Kingdom.
0-آثارنا المنهوبة_20_p053_8f5c36d0;https://www.ebay.com;3 .)( 1321 - 1363 ebay : A Muslim Yemeni coin, a messenger. A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom
0-آثارنا المنهوبة_20_p054_c3a12094;https://www.ebay.com;4 .)( 1321 - 1363 ebay : A Muslim Yemeni coin, a messenger. A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom
0-آثارنا المنهوبة_20_p055_e3050ce4;https://www.ebay.com;5  1321 - 1363 ebay : A Muslim Yemeni coin, a messenger. A Muslim Yemeni coin, a messenger (Durham) Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom
0-آثارنا المنهوبة_20_p056_7a103575;https://www.ebay.com;6 .)( 1321 - 1363 ebay : Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom
0-آثارنا المنهوبة_20_p057_db7a58e9;https://www.ebay.com;7  1321 - 1363 ebay : A Muslim Yemeni coin, a messenger. A Muslim Yemeni coin, a messenger (Durham) Silver. 1321 - 1363 m ebay Bad. Location of the piece: United Kingdom
0-آثارنا المنهوبة_20_p058_93df077b;https://www.ebay.com;8 .)( 1321 - 1363 ebay : Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom
0-آثارنا المنهوبة_20_p059_c69cf0b5;https://www.ebay.com;9 .)( 1321 - 1363 ebay : Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom
0-آثارنا المنهوبة_20_p060_ec3b4cfe;https://www.ebay.com;0 .)( 1321 - 1363 ebay : Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom
0-آثارنا المنهوبة_20_p061_b091d692;https://www.ebay.com;1 .)( 1321 - 1363 ebay : Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom
0-آثارنا المنهوبة_20_p062_cc8d1539;https://www.ebay.com;2 .)( 1321 - 1363 ebay : Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom
0-آثارنا المنهوبة_20_p063_d206ca8a;https://www.ebay.com;3  1321 - 1363 ebay Currency A Muslim Yemeni coin. A messenger, Dreham. Silver. 1321 - 1363 m ebay Good.
0-آثارنا المنهوبة_20_p064_cee55f67;https://www.ebay.com;4  1321 - 1363 ebay Currency A Muslim Yemeni coin, a messenger (Durham) Silver. 1321 - 1363 m ebay Good.
0-آثارنا المنهوبة_20_p065_9590a362;https://www.ebay.com;5 . 500 ebay Two camels. The statue of two camels of marble is clear-cut, salty in shape, bouncing on a rectangular base. A marble stone. 500 before the miles. ebay Excellent.
0-آثارنا المنهوبة_20_p066_616d9231;https://www.ebay.com;6 . ebay A tombstone. A rectangular tomb witness, carved above the face of the deceased and below his name is A, S, T. Jerry's Stone. First century BC ebay Good.
0-آثارنا المنهوبة_20_p067_20f0c8ed;https://www.ebay.com;7 . ebay Gold earring. A golden earring made up of four distinct parallel spherical sub-crews, mediated by a fifth bulge with decorations on it. Gold. ebay Good.
0-آثارنا المنهوبة_20_p068_11108105;https://www.ebay.com;8 . ebay An earring. A golden earring of a semicircle ring, one of whose limbs ends with prominent spherical feces. Gold. ebay Very good.
0-آثارنا المنهوبة_20_p069_c5cf4c7d;https://www.ebay.com;9 ebay A necklace. A necklace with a hunch like a horse ends up with little rings. Gold. ebay Good.
0-آثارنا المنهوبة_20_p070_2d4a4bb4;https://www.ebay.com;0 . ebay An earring. A round-shaped gold earring, one of its limbs ends up with little granules, sticking to the earrings in circular forms surrounded by granules. Gold. ebay
0-آثارنا المنهوبة_20_p071_2e1902b5;https://www.ebay.com;1 . ebay A necklace. A necklace comment went round, down four prominent spherical bumps, and down a cylindrical piece of shape. Gold. ebay
0-آثارنا المنهوبة_20_p072_779c119b;https://www.ebay.com;2 . ebay Gold piece. A gold piece, like a rich-shaped piece of geometric crawl in the form of a long and round beet. Gold. ebay Good.
0-آثارنا المنهوبة_20_p073_f69476db;https://www.ebay.com;3 . ebay A tombstone. A rectangular tomb witness, carved above the face of the deceased and below his name is H.H.M. Jerry's Stone. ebay Good.
0-آثارنا المنهوبة_20_p074_81b6bda4;https://www.ebay.com;4 ebay Amulet. A muzzle of marble to a man with the eyes of a limestone, a skinny mouth, and a nose waving with a carved line that determines his chest from his body. A marble stone. ebay Good.
0-آثارنا المنهوبة_5_p001_6d116178;https://www.pba-auctions.com/en/lot/10456/2145499?offset=250;,  13,5 1 A statue of a standing man. A statue of a man standing in a state of motion, a clear face, a muzzle, a hair, a wrinkle, a sailor, a coal, a swarm, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boo, a boo, a boo, a boo, a b Bronze. Second century before Miled, southern Arabian Peninsula (old Yemen) 13.5 centimeters long. Pierre Berg and Company Missing. Photo number one.
0-آثارنا المنهوبة_5_p001_9cc546a5;https://www.pba-auctions.com/en/lot/10456/2145504?offset=250&;",  27,5 2 A man's tombstone. He saw a man's tomb, and he showed the muzzle-eyed two-eyed Lozzie Tann, a prominent vagina, and a small mouth with a strand underneath, with the rest of the letter ""N"" in the ALLL line of the deceased's name. A marble stone. Latest LOL, south of the Arabian Peninsula (old Yemen) 27.5 centimeters long. Yip Yerei Berg and Company Missing. Photo number two."
0-آثارنا المنهوبة_5_p002_ff306543;https://www.pbaons.com/lot/10456/2145493?refurl=Groupe+aux+trois+personnages.+Rare+statuette+sculpt%C3%A9e+d%27une+femme%2C+probablement+aucti;. ( / ) 9 3 Human and animal statues. Three human statues embodying perhaps the Queen's personality and her guards, a woman in the middle of a large, clear-cut, salty side by side, two small statues, clear-cut, salty, all standing on a stone base on the head of a rectangular, rectangular cube with two small statues and two standings of an unclear, salty animal, everyone forming a plaque. Jerry's Stone. Centurion WLC (South Arabian Peninsula/Old Yemen) Nine centimeters long.
0-آثارنا المنهوبة_5_p002_883e543c;https://www.pba-auctions.com/lot/15546/2983798?refurl=T%C3%8ATE+ICONIQUE.+Elle+repr%C3%A9sente+un+homme+%C3%A0+la+coiffure+courte+d%C3%A9gageant+les+oreilles.+Le+visage+trian;- . ( / ) 12,5 4 12,5 4 #NOM? The head of a statue of a man with a long neck is a clear, salty tombstone, hairdresser, high eyebrows, eyes of Luzitan were two restaurants, nose is prominent, mouth is small. Marblestone.
0-آثارنا المنهوبة_5_p003_5f667732;https://www.pba-auctions.com/lot/12242/2420206?npp=20&;,  22 A man's head-shaped grave. A tombstone head with a short neck, a clear head, a hint, a haircut, eyebrows, two lizards, two restaurants, a high-profile nose, and a shut mouth. The polished marble stone. The Horn of the Arab Peninsula (old Yemen) 22 centimeters long. Pierre Berge &apos
0-آثارنا المنهوبة_5_p003_0a6629b7;https://www.pba-auctions.com/en/lot/10456/2145496?offset=250&;) ( 10 A statue. A statue of two adjoining lizards connected to the tail and even the salt in motion. The bronze. A, L, L. Almost 10 centimeters in diameter. Pierre Berge &apos
0-آثارنا المنهوبة_5_p004_a120f029;https://www.pba-auctions.com/lot/12242/2420208?npp=20&;– , : ǀ -  28 23 A palette with drawings on it. Sculpture wiped all the way down the edges of the border of Nakran, carved over the deserts of Adamah, a blush of two seams, an avalanche of the seating position, one raising her hand to the top of the beard while the last one bounding it and wiping it, as a love of a three-line inscription on the anthem line: NFS, NBYR, BAT, BA, B, The boltstone. 2nd century AD - southern Arabian Peninsula (old Yemen) 28 cm high and 23 cm wide Pierre Berge &apos
0-آثارنا المنهوبة_5_p004_b5ff189c;https://www.pba-auctions.com/lot/12242/2420207?npp=20&; 20 The head of a statue. The head of a statue of a man who is clear, the salt of the face-shaped neighborhood, the eyes are clear. Jerry's Stone. Third century B.C.E. South of the Arabian Peninsula (old Yemen) Almost 20 centimeters high. Pierre Berge &apos
0-آثارنا المنهوبة_5_p005_882c4e9e;https://www.pba-auctions.com/lot/7974/1617601?refurl=Stèle;:   36 Stone bone. A plaque of polished marble has a base of the same stone rectangular with five letters in it: A click and HBL. Marblestone. Horn A and Miledi - Southern Arabian Peninsula (old Yemen) 36 cm high. Pierre Berge &apos
0-آثارنا المنهوبة_5_p006_818e1ef4;https://www.pba-auctions.com/lot/12242/2420205?npp=2;, -  18 11 A tombstone. Watch the tomb of the cylindrical shape, clear-cut, salty, two-eyed, pierced, and the mouth is a small, inexhaustible incision that has a unique character in making gravestones. Marblestone. Centurion A.L.L.C. South of the Arabian Peninsula (old Yemen) 18 cm high. An offer for sale at Pierre Berge's House and Company. Missing. Photo number 11.
0-آثارنا المنهوبة_5_p006_95a38b81;https://www.pba-auctions.com/en/lot/10456/2145491?offset=250;-  32,5 12 An animal statue and a bug. A statue of an animal, and it's obvious what a glimpse of big horns wrapped up on a rectangular base of the same substance. Jerry's Stone. 5th century B.C.E. South of the Arabian Peninsula (old Yemen) 32.5 centimeters long. Fair for sale. Pierre Berge House and Company. Missing. Photo number 12.
0-آثارنا المنهوبة_5_p007_764a5e88;https://www.pba-auctions.com/lot/7974/1617595?refurl=Grande+lampe+%C3%A0+huile+dont+les+bords+sont+orn%C3%A9s+de+rinceaux+de+lierre+et+l%27arri%C3%A8re+d%27une+inscription+;. 32,5 ( 13) ( 13) Sacrificed. It has a curved handle that ends with an animal body and a large horns curved backwards, and two hands that lie in front of a lumbar, with a three-letter inscription in it, which is offered for sale at Pierre Berg's House and a company. Bronze. 4th century B.C.E.
0-آثارنا المنهوبة_5_p007_712e95bc;https://www.pba-auctions.com/lot/12242/2420201?npp=20&;. 45,5 ( 14) ( 14) A tombstone. A rectangular tomb witness, carved by a clear-cut discharge, eyes poked and a prominent nose, a semi-synced mouth with three letterheads reading p.P.R., was offered for sale at Pierre Berg's House and Associates. Jerry's Stone. Late 2000 B.C.E. 45.5 centimeters long.
0-آثارنا المنهوبة_5_p008_3ad06fef;https://www.pba-auctions.com/en/lot/12242/2420200?;.  38,2 15 A tombstone. The rectangular tomb of the shape was carved by a clear-cut, salty-eyed, unbroken, irregularly integrated with the mouth, offered for sale at Pierre Berg's House and Company. A marble stone. The Horn of the Arab Peninsula (old Yemen) 38.2 centimeters long. Pierre Berge &apos
0-آثارنا المنهوبة_5_p009_e7a20612;https://www.sothebys.com/en/auctions/ecatalogue/2019/arts-of-the-islamic-world-l19220/lot.194.html; 80 The sword of the right. The sword of a blade of polished metal and a head made of silver, baptized with silver filaments
