,artifact_id,pdf_name,page_num,numero_inventaire,type,description_texte_long,materiel,periode,dimensions,nom_musee_auction,etat,note,text_for_matching,id_page,upgr_desc
222,0-آثارنا المنهوبة_16_p004_effd809f,0-آثارنا المنهوبة_16.pdf,4,4,شاهد قبر,"شاهد قبر، الوجه واضح الملامح، حاجب بارزة، و""بعض"" على يد.",حجر الجير,3-2 م,21.3 × 41.4 × 48.3 سم,Liveauctioneers,جيدة,," "" . 3-2 21.3 × 41.4 × 48.3 Liveauctioneers A tombstone. He saw a grave, a face clear, a prominent eyebrow, and ""some"" at his hand. The limestone. 3.2 M 21.3 times 41.4 times 48.3 centimeters. Liveauctioneers Good.",,
223,0-آثارنا المنهوبة_16_p005_c5076eb4,0-آثارنا المنهوبة_16.pdf,5,5,شاهد قبر,شاهد قبر بوجه واضح الملامح، أنف بارز، وشفاه رفيعة مغلقة. العينان جاحظتان ومحفورتان.,حجر الجير,200,الحجم: 13 م × 5 1/2 بوصة,Liveauctioneers,جيدة,," . 200 : 13 × 5 1/2 Liveauctioneers A tombstone. He saw a tomb with clear features, a prominent nose, and his thin lips closed. The eyes are pierced and engraved. The limestone. 200 Size: 13 m x 5 1/2 inches Liveauctioneers",,
224,0-آثارنا المنهوبة_16_p006_1ba70ff8,0-آثارنا المنهوبة_16.pdf,6,6,شاهد قبر,شاهد قبر، وصفه: حمالملا حضاو، مقوسة، الحالة الراهنة: جيدة.,الرخام,3 م,5-5 / 8 14.4 H +,Liveauctioneers,جيدة,العنوان المرتبط بالرابط لا يطابق الوصف العربي بشكل واضح.," : . 3 5-5 / 8 14.4 H + Liveauctioneers . A tombstone. A tombstone, described by Hamalala Ahsawa, Arched, Current Situation: Good. Marble. 1 P-4, 1 P-3, 1 FS, 1 NS 5-5 / 8 14.4 H +",,
225,0-آثارنا المنهوبة_16_p007_0fc20664,0-آثارنا المنهوبة_16.pdf,7,7,تمثال,تمثال لرجل يمتطي جمل. جمل منحني إلى الأمام في حالة حركة، يمتطيه راكب على شكل آدمي.,برونز,1-2 ق.م,7.1 × 2.1 × 8 سم,Antiquities,جيدة,تم الحصول عليها في الثمانينيات من مجموعة فرنسية.," . 1-2 . 7.1 × 2.1 × 8 Antiquities . A statue. A statue of a man riding a camel, a camel curved forward in motion, riding a human-shaped passenger. Bronze. 1-2 p.m. 7.1 times 2.1 times 8 centimeters. Antiquities Good.",,
226,0-آثارنا المنهوبة_16_p008_0033d68a,0-آثارنا المنهوبة_16.pdf,8,8,تمثال,تمثال. تقبض شي ما واليد اليمنى الى الجنب على الراس عصبه تغطي الشعر,برونز,1 - 4 م.,6.7 سم,Bidspirit,جيدة,," . 1 - 4 . 6.7 Bidspirit A statue. A statue. She grabs the right hand to the side of the head, a band covering the hair. Bronze. 1-4 m. 6.7 cm Bidspirit Good.",172.0,"Statue, bronze. Small statue of a figure with the right hand raised to the side of the head, with a band covering the hair. Height 6.7 cm. Condition: good."
227,0-آثارنا المنهوبة_16_p009_67e0ca1b,0-آثارنا المنهوبة_16.pdf,9,9,ذراع يد,ذراع يد مصنوع من البرونز واضح الملامح الكف بخمس أصابع مضمومة في الوسط تلبس سوار وعند المفصل خط,برونز,1 - 2 م.,29.5,bidspirit,جيدة,ARM / FEMALE / BRONZE / ARABIAN / SOUTH," 1 - 2 . 29.5 bidspirit ARM / FEMALE / BRONZE / ARABIAN / SOUTH Hand. An arm made out of bronze, clear-cut, five-fingered fingers in the middle, wearing a bracelet, and at the joint, a line. Bronze. 1 - 2 m. 29.5 bidspirit Good. ARM / FEMALE / BRONZE / ARABIAN / SOUTH",173.0,"Arm, bronze, female, Arabian, South. Bronze arm with clear-cut five-fingered hand, wearing a bracelet; a line is present at the joint. Condition: good. Dimensions: 1–2 m. 29.5."
228,0-آثارنا المنهوبة_16_p010_1a66044c,0-آثارنا المنهوبة_16.pdf,10,10,تمثال,تمثال برونزي على هيئة جمل. يحيط بأعلى الرقبة الحبل، وعلى جسده نقش إهدائي بخط المسند غير واضح، ويغطي جسمه بالكامل طبقة من الجهدي.,برونز,07-avr,7.5 سم,bidspirit,يغطّي جسمه بالكامل طبقة من الجهدي,,"0 . 07-avr 7.5 bidspirit A statue. The bronze statue is a camel. It surrounds the top of the neck of the rope, and his body has a tranquil inscription in the blade line, which is unclear, and his body covers a whole layer of effort. Bronze. 07-avr 7.5 cm bidspirit",174.0,"Statue, bronze, in the form of a camel. The figure is described as surrounding the top of the neck of a rope, with a tranquil inscription along the blade line that is unclear, and the body covered with a full layer of effort. Height 7.5 cm."
229,0-آثارنا المنهوبة_16_p011_ba9f2252,0-آثارنا المنهوبة_16.pdf,11,11,تمثال,"العينان والانف والفم والذقن, له قرون منحنية الى اسفل الرقبة متصلة بالأذنين.",برونز,5,6.0 سم، 200 غرام,bidspirit,جيدة,IBEX? Crouching Bronze Arabian South,"1 , . 5 6.0 200 bidspirit IBEX? Crouching Bronze Arabian South A statue. Eyes, nose, mouth and chin, he's got curved horns down the neck attached to the ears. Bronze. 5 6.0 cm, 200 g bidspirit Good.",175.0,"Statue, bronze. Crouching figure of an Arabian ibex? with eyes, nose, mouth and chin indicated; the curved horns extend down the neck and are attached to the ears. Bronze. Height 56.0 cm; weight 200 g. Good condition."
230,0-آثارنا المنهوبة_16_p012_54866ff3,0-آثارنا المنهوبة_16.pdf,12,12,تمثال,منتصب يقف على قاعدة احدى ذراعيه ممدودة الى الامام والثاني الى الجنب عليه نقش بخط المسند غير واضح بسبب طبقة الصداء التي تغطي جسم التمثال,برونز,4 - 2 قبل الميلاد,11.5 سم,bidspirit,بسبب طبقة الصداء التي تغطي جسم التمثال,,2 4 - 2 11.5 bidspirit A statue. Stubborn standing on the base of one arm stretching forward and the other to the side engraved with an unclear graft line because of the rust layer covering the body of the statue. Bronze. 4.2 BC 11.5 cm bidspirit Because of the rust layer that covers the body of the statue.,176.0,"Statue, bronze, depicting a standing figure with one arm extended forward and the other extended to the side, mounted on a base; the body is covered by a rust layer that obscures details, including an unclear graft line. Dated to 4.2 BC. Height 11.5 cm."
231,0-آثارنا المنهوبة_16_p013_c15d6f3a,0-آثارنا المنهوبة_16.pdf,13,13,تمثال,تمثال من البرونز، للامام يلبس المئزر.,برونز,2 داليملا بق,33.5,Bidspirit,جدي,,"3 . 2 33.5 Bidspirit A statue. A statue of bronze, in front of the apron. Bronze. 2 Dalela Bug 33.5 Bidspirit Grandpa.",177.0,
232,0-آثارنا المنهوبة_16_p014_9c48a41b,0-آثارنا المنهوبة_16.pdf,14,14,تمثال,تمثال من البرونز لجمل في حالة حركة واضح الملامح الجسد غير واضح ملامح الوجه عدى الاذنان عبارة عن كتل صغيرة بارزة يغطي جسمه طبقة من صداء البرونز,البرونز,م.ق الاول الفلالا,10.0 مس,bidspirit,سيئة,,"4 . 10.0 bidspirit A statue. A bronze statue of a camel in a motion that's clear-cut... the body's face, except for its ears... is a small, visible mass... covering a layer of bronze echoes. The bronze. M.R.I. Falla. 10.0 mS bidspirit Bad.",178.0,"Statue, bronze. Bronze statue of a camel depicted in motion, with a clearly defined body and visible ears; the surface shows a small visible mass and a layer of bronze echoes."
233,0-آثارنا المنهوبة_20_p001_14ba7e53,0-آثارنا المنهوبة_20.pdf,1,1,عملة,عملة يمنية قديمة غير منتظمة الشكل، وبجانبها مجموعة من الأحرف السبئية [ر ي د ن ... ...]، باإلضافة إلى مونغرام، أما الوجه اآلخر فيظهر فيه أيضاً تجسيد لوجه آدمي آخر وعلى خده يبرز حرف الميم.,معدنية,175-215 م,14 مم، 1.7 جم,ebay,جيدة جداً,," [ ... ...] . 175-215 14 1.7 ebay Currency An old, irregularly shaped Yemeni currency, with a bunch of nicknames [R.Y.D. ...], plus a mongram, while the other face also shows an expression of another human face and on its cheek the ""M"" stands out. Metal. 175-215 m",179.0,
234,0-آثارنا المنهوبة_20_p002_b14b00e4,0-آثارنا المنهوبة_20.pdf,2,2,عملة يمنية قديمة,عملة يمنية قديمة، على احد وجهيها تجسيد لطائر البومة وبجانبه مجموعة من الأحرف الالتينية، أما الوجه الآخر فيظهر فيه تجسيد لوجه آدمي.,معدنية,القرن الأول قبل الميالد - القرن الأول الميالدي,(17 مم، 2.27 جم),ebay,سيئة,,"  (17 2.27 ) ebay An old Yemeni coin. An old Yemeni coin, on one face, is an expression of the owl bird and a set of Latin letters next to it, and the other one shows an expression of a human face. Metal. The first century before the miles - the first century. (17 mm, 2.27 g)",180.0,
235,0-آثارنا المنهوبة_20_p003_45ff5832,0-آثارنا المنهوبة_20.pdf,3,3,عملة يمنية قديمة,عملة يمنية قديمة، على أحد وجهيها تجسيد لطائر البومة وبجانبه حرف لاتيني (E)، أما الوجه الآخر فيظهر فيه تجسيد لوجه آدمي على خده بعض أحرف المسند (ت، ع).,معدنية,أواخر القرن الرابع - منتصف القرن الثاني قبل الميالد,10 مم، 0.89 جم,ebay,سيئة,," (E)  10 0.89 ebay An old Yemeni coin. An old Yemeni coin, one face of which is a reflection of the owl bird and a Latin letter next to it, and the other with a human face on its cheek, some of the owls. Metal. Late 4th century - mid-second century before the Miles",181.0,
236,0-آثارنا المنهوبة_20_p004_ee5f7ead,0-آثارنا المنهوبة_20.pdf,4,4,عملة يمنية قديمة,عملة يمنية قديمة، على احد وجهيها تجسيد لصورة آدمي ة وبجانبها مجموعة من [ األحرف السبئية]... ... ر ي د ن، باإلضافة إلى طغراء أما الوجه اآلخر فيظهر فيه أيضاً تجسيد لوجه آدمي .)( القيصر,معدنية,125-135 م,15 مم، 1.67 جم,ebay,جيدة جدا,," [ ]... ... .)( 125-135 15 1.67 ebay An old Yemeni coin. An old Yemeni coin, on one face, is a reflection of a human image and a bunch of ""black letters,"" plus glue, and the other face also appears in it as an expression of a human face. Metal. 125-135 m 15 mm, 1.67 g",182.0,
237,0-آثارنا المنهوبة_20_p005_75c53cdf,0-آثارنا المنهوبة_20.pdf,5,5,عملة يمنية قديمة,عملة يمنية قديمة، على احد وجهيها تجسيد لطائر البومة وبجانبه بعض الأحرف (السبئية...، ه،ـ ذ ، ن،)...، أما الوجه الآخر فيظهر فيه تجسيد لوجه آدمي محاط بإطار زخرفي نباتي.,معدنية فضه,القرن الأول قبل الميالد - القرن الأول الميالدي,25 مم، 5.04 جم,ebay,جيدة جداً,, ( ... )...  25 5.04 ebay - 25 5.04 ebay An old Yemeni coin.,183.0,
238,0-آثارنا المنهوبة_20_p006_85bfc1a7,0-آثارنا المنهوبة_20.pdf,6,6,عملة يمنية قديمة,عملة يمنية قديمة ، غير منتظمة الشكل وغير واضحة مالمح الوجه الاخر عليها التأثير اليوناني، على احد وجهيها تجسيد لطائر البومة وبجانبه بعض الاحرف اللاتينية,معدنية,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,0.58 جرام,ebay,سيئة,," - 0.58 ebay An old Yemeni coin. An old Yemeni coin, irregular in shape and unclear as the other face has the Greek effect, one face of which is a reflection of the owl bird and a few Latin letters next to it. Metal. Late 4th century, mid-second century, before the miles. 0.58 grams ebay",184.0,
239,0-آثارنا المنهوبة_20_p007_2524522f,0-آثارنا المنهوبة_20.pdf,7,7,عملة يمنية قديمة,عملة يمنية قديمة غير منتظمة الشكل، على أحد وجهيها تجسيد لصورة آدمية وبجانبها مجموعة من الأحرف السبئية «... ر ي د ن»، بالإضافة إلى طغراء، أما الوجه الآخر فيظهر فيه أيضاً تجسيد لوجه آدمي محاط من الخلف بإطار مستدير.,معدنية,175-215 م,14 مم، 1.74 جم,ebay,جيدة,," «... » . 175-215 14 1.74 ebay An old Yemeni coin. An old, irregularly shaped Yemeni coin, with one face reflecting a human image and a bunch of hypnotic characters... in addition to elegance, and the other face also showing a human face surrounded by a round frame. Metal. 175-215 m",185.0,
240,0-آثارنا المنهوبة_20_p008_111af9b2,0-آثارنا المنهوبة_20.pdf,8,8,عملة يمنية قديمة,عملة يمنية قديمة غي منتظمة الشكل وغير واضحة المالمح، على احد وجهيها يظهر ما يبدو أنه تجسيد لطائر البومة، أما الوجه اآلخر فتظهر فيه مالمح غير واضحة لوجه آدمي ًتقريبا.,معدنية,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,13 ملم، 2.56 جرام,ebay,سيئة,,"  13 2.56 ebay An old Yemeni coin. An old Yemeni coin that is irregular in shape and unclear in its salt, on one face, shows what appears to be the manifestation of the owl bird, while the other face shows an almost unclear human face. Metal. Late 4th century, mid-second century, before the miles. 13 mm, 2.56 grams",186.0,
241,0-آثارنا المنهوبة_20_p009_f0225467,0-آثارنا المنهوبة_20.pdf,9,9,عملة يمنية قديمة,عملة يمنية قديمة ، على احد وجهيها تجسيد لطائر البومة يقف على خنجر ، وبجانبه بعض الأحرف السبئية والالتينية غير الواضحة، أما الوجه الآخر فيظهر فيه تجسيد لوجه آدمي محاط بإطار زخرفي نباتي.,معدنية,القرن الأول قبل الميالد - القرن الأول الميالدي,25 مم، 5.04 جم,ebay,جيدة,,"  25 5.04 ebay An old Yemeni coin. An old Yemeni coin, on one face, is an image of an owl that stands on a dagger, along with some inexplicable Latin and Latin characters, while the other appears to have a human face surrounded by a vegetarian decorative frame. Metal. The first century before the miles - the first century.",187.0,
242,0-آثارنا المنهوبة_20_p010_dd9973f8,0-آثارنا المنهوبة_20.pdf,10,10,عملة يمنية قديمة,عملة يمنية قديمة يظهر على احد وجهيها تجسيد لوجه آدمي بارز تنسدل ضفائر الشعر على خده الأيمن، والوجه محاط بإطار زخرفي هندسي مُثل بنقاط بارزة متجاورة، وخلف الوجه يوجد مونغرام الأحرف الواضحة منه ح، ض، ...,معدنية ة فظ,175-215 م,,ebay,جيدة جدا,,"0 ... 175-215 ebay An old Yemeni coin. An old Yemeni coin that shows on one face the expression of a prominent human face, hair braids dribbling on his right cheek, and the face is surrounded by an engineering decorative frame, such as adjoining highlights, and behind the face there's a mongram with the obvious letters of it h, z,... It's rude. 175-215 m",188.0,
243,0-آثارنا المنهوبة_20_p011_6e014a26,0-آثارنا المنهوبة_20.pdf,11,11,عملة يمنية قديمة,عملة يمنية قديمة، يظهر على احد وجهيها تجسيد لصورة آدمي ة وبجانبها مجموعة [ من األحرف السبئية]... ... ر ي د ن، أما الوجه اآلخر فيظهر فيه أيضاً تجسيد لوجه آدمي محاط من الخلف ببروز مقوس . عيها طبقة من الصداء,معدنية,الفترة الحميرية,(13 مم، 0.88 جم),ebay,جيدة,,"1 [ ]... ... . (13 0.88 ) ebay An old Yemeni coin. An old Yemeni coin, one of whose faces appears as an image of a human being and a bunch of ""black letters,"" and the other one also shows an expression of a human face surrounded by an arched probe, with a layer of rust. Metal. Fever period (13 mm, 0.88 cm)",189.0,
244,0-آثارنا المنهوبة_20_p012_8da05589,0-آثارنا المنهوبة_20.pdf,12,12,عملة,عملة يمنية قديمة ، على احد وجهيها تجسيد لطائر البومة، أما الوجه الآخر فيظهر فيه تجسيد لوجه آدمي محاط بإطار زخرفي نباتي.,معدنية,القرن الأول قبل الميلاد - القرن الأول الميلادي,17 مم، 2.27 جم,ebay,سيئة,,"2  17 2.27 ebay Currency An old Yemeni coin, on one face, is an expression of the owl, on the other, a manifestation of a human face surrounded by a vegetarian decorative frame. Metal. 1st century BC - 1st century AD 17 mm, 2.27 g",190.0,
245,0-آثارنا المنهوبة_20_p013_724465ac,0-آثارنا المنهوبة_20.pdf,13,13,عملة يمنية قديمة,عملة يمنية قديمة ، على احد وجهيها تجسيد لطائر البومة، أما الوجه الآخر فيظهر فيه تجسيد لوجه آدمي واضح الملامح .,معدنية فظة,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,8 مم ، 0.45 جم,ebay,سيئة,,"3  8 0.45 ebay An old Yemeni coin. An ancient Yemeni coin, one face of which is a reflection of the owl bird, and the other face of which is a visible human face. Ugly metal. Late 4th century, mid-second century, before the miles. 8 mm, 0.45 g",191.0,
246,0-آثارنا المنهوبة_20_p014_98e475ac,0-آثارنا المنهوبة_20.pdf,14,14,عملة يمنية قديمة,عملة يمنية قديمة ، على احد وجهيها تجسيد لطائر البومة وبجانبه بعض الأحرف اللاتينية والسبئية، أما الوجه الآخر فيظهر في وسطه طمس شديد يرجح أنه كان يحوي تجسيد لوجه آدمي ، أما بالنسبة للطمس فهو محاط بإطار زخرفي نباتي .,معدنية,القرن الأول قبل الميالد - القرن الأول الميالدي,25 مم، 5.40 جم,ebay,سيئة,,"4  25 5.40 ebay An old Yemeni coin. An ancient Yemeni coin, one face of which is a reflection of the owl bird and some Latin and black characters next to it, appears in the middle of which a severe obliteration is likely to contain a human face, and for the owl it is surrounded by a vegetarian decorative frame. Metal. The first century before the miles - the first century.",192.0,
247,0-آثارنا المنهوبة_20_p015_b321d6c7,0-آثارنا المنهوبة_20.pdf,15,15,عملة يمنية قديمة,عملة يمنية قديمة ، على احد وجهيها تجسيد لطائر البومة، أما الوجه اآلخر فيظهر فيه تجسيد لوجه آدمي .,معدنية,القرن الأول قبل الميلاد - القرن الأول الميلادي,21 مم، 4.48 جم,ebay,سيئة,,"5  21 4.48 ebay An old Yemeni coin. An ancient Yemeni coin, one of whose faces is an image of the owl bird, and the other one is an expression of a human face. Metal. 1st century BC - 1st century AD 21 mm, 4.48 g",193.0,
248,0-آثارنا المنهوبة_20_p016_47008bd5,0-آثارنا المنهوبة_20.pdf,16,16,عملة يمنية قديمة,عملة يمنية قديمة ، على احد وجهيها تجسيد لطائر البومة وبجانبه بعض األحرف السبئية...(...، ح، م ، ر، ...) ، أما الوجه اآلخر فيظهر فيه تجسيد لوجه آدمي على خده يبرز حرف النون بالمسند .,معدنية (فضة),حوالي القرن الثالث قبل الميالد,15 مم، 4.57 جم,ebay,جيدة,,6  15 4.57 ebay 15 4.57 ebay An old Yemeni coin.,194.0,
249,0-آثارنا المنهوبة_20_p017_f8383222,0-آثارنا المنهوبة_20.pdf,17,17,عملة يمنية قديمة,عملة يمنية قديمة ، على احد وجهيها تجسيد لطائر البومة غير واضحة المعالم وبجانبه بعض األحرف اليونانية المطموسة، أما الوجه اآلخر فيظهر فيه تجسيد لوجه آدمي .,معدنية,أواخر القرن الرابع- منتصف القرن الثاني قبل الميلاد,12 ملم، 2.49 جرام,ebay,سيئة,,"7  12 2.49 ebay An old Yemeni coin. An ancient Yemeni coin, one face of which is a reflection of the owl's unmarked bird, with some of the tanned Greek characters next to it, and the other face of which is a reflection of a human face. Metal. Late 4th century - Mid 2nd century BC 12 mm, 2.49 grams",195.0,
250,0-آثارنا المنهوبة_20_p018_6abb85bf,0-آثارنا المنهوبة_20.pdf,18,18,عملة يمنية قديمة,عملة يمنية قديمة يظهر غير منتظمة الشكل مطموسة المالمح ، على احد وجهيها تجسيد لطائر البومة وحروف مسند,معدنية,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,7 مللي متر، 0.46 جرام,Ebay,سيئة جدا,,"8 - 7 0.46 Ebay An old Yemeni coin. An old Yemeni coin that appears irregularly, obliterated, salty, on one face, is a reflection of the owl and the letterheads of the owl. Metal. Late 4th century, mid-second century, before the miles. 7 millimeters, 0.46 grams Ebay",196.0,
251,0-آثارنا المنهوبة_20_p019_6b4fc758,0-آثارنا المنهوبة_20.pdf,19,19,عملة يمنية قديمة,عملة يمنية قديمة ، على احد وجهيها تجسيد لطائر البومة، أما الوجه الآخر فيظهر فيه تجسيد لوجه آدمي واضح المالمح .,فضة,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,8 مم ، 0.42 جم,ebay,سيئة,,"9  8 0.42 ebay An old Yemeni coin. An ancient Yemeni coin, one face of which is a reflection of the owl bird, and the other face of which is an expression of a man's face that is clear and salty. Silver. Late 4th century, mid-second century, before the miles. 8 mm, 0.42 g",197.0,
252,0-آثارنا المنهوبة_20_p020_c52ba027,0-آثارنا المنهوبة_20.pdf,20,20,عملة يمنية قديمة,عملة يمنية قديمة ، على احد وجهيها تجسيد لطائر البومة وبجانبه بعض األحرف الالتينية غير واضحة المالمح، أما الوجه اآلخر فيعاني من طمس شديد يرجح أنه كان يحوي تجسيد لوجه آدمي .,معدنية فضة,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,9 مم، 0.44 جم,ebay,سيئة,,"0  9 0.44 ebay An old Yemeni coin. An ancient Yemeni coin, on one side of which is a reflection of the owl bird, with some indiscretionous insignia, and the other face is extremely obliterated and is likely to contain an expression of a human face. Silver metal. Late 4th century, mid-second century, before the miles. 9 mm, 0.44 g",198.0,
253,0-آثارنا المنهوبة_20_p021_7fe4d473,0-آثارنا المنهوبة_20.pdf,21,21,عملة,عملة يمنية قديمة ، على احد وجهيها تجسيد لطائر البومة وبجانبه بعض األحرف السبئية، باإلضافة إلى مونغرام مكون من األحرف التالية(أ، ب، ي، د، ل)، أما الوجه اآلخر فيظهر فيه تجسيد لوجه آدمي محاط بإطار زخرفي نباتي .,معدنية,القرن األول قبل الميالد - القرن األول الميالدي,25 مم، 5.50 جم,ebay,جيدة جدا,,1   25 5.50 ebay - 25 5.50 ebay,199.0,
254,0-آثارنا المنهوبة_20_p022_baba8a54,0-آثارنا المنهوبة_20.pdf,22,22,عملة يمنية قديمة,عملة يمنية قديمة ، على احد وجهيها تجسيد لطائر البومة وبجانبه بعض الأحرف ...(السبئية، ه،ـ ذ، ن،)...، أما الوجه الآخر فيظهر فيه تجسيد لوجه آدمي محاط بإطار زخرفي نباتي .,معدنية,القرن الأول قبل الميلاد - القرن الأول الميلادي,25 مم ، 5.31 جم,ebay,جيدة,,2    25 5.31 ebay - 25 5.31 ebay An old Yemeni coin.,200.0,
255,0-آثارنا المنهوبة_20_p023_2567218d,0-آثارنا المنهوبة_20.pdf,23,23,عملة يمنية قديمة,عملة يمنية قديمة ، على احد وجهيها ما يبدو أنه تجسيد لطائر البومة وبجانبه بعض األحرف الالتينية غير واضحة المالمح، أما الوجه اآلخر فيرجح أنه كان يحوي تجسيد لوجه آدمي .,معدنية,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,14 ملم، 2.40 جرام,ebay,سيئة جدا,,"3  14 2.40 ebay An old Yemeni coin. An ancient Yemeni coin, on one face, appears to be an expression of the owl bird and with some inexplicable insignia, while the other face is likely to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. 14 mm, 2.40 grams",201.0,
256,0-آثارنا المنهوبة_20_p024_ce068211,0-آثارنا المنهوبة_20.pdf,24,24,عملة يمنية قديمة,عملة يمنية قديمة ، على احد وجهيها ما يبدو أنه تجسيد لطائر البومة، أما الوجه الآخر فيرجح أنه كان يحوي تجسيد لوجه آدمي.,معدنية,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,12 ملم؛ 2.56 جرام,ebay,سيئة جداً,,"4  12 2.56 ebay An old Yemeni coin. An old Yemeni coin, on one face, appears to be an expression of the owl bird, and the other face is likely to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. 12 mm",202.0,
257,0-آثارنا المنهوبة_20_p025_a1fc2918,0-آثارنا المنهوبة_20.pdf,25,25,عملة يمنية قديمة,عملة يمنية قديمة تعاني من طمس شديد جداً جدا في كِال الوجهين بحيث ال يمكن معرفة محتوياتهما.,معدنية,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,12 ملم، 2.10 جرام,ebay,سيئة جداً جدا,,"5  12 2.10 ebay An old Yemeni coin. An old Yemeni coin with very, very severe obliteration in both faces so that the contents can be known. Metal. Late 4th century, mid-second century, before the miles. 12 mm, 2.10 grams ebay Very, very bad.",203.0,
258,0-آثارنا المنهوبة_20_p026_610bf14f,0-آثارنا المنهوبة_20.pdf,26,26,عملة يمنية قديمة,عملة يمنية قديمة تظهر عليها بعض الأحرف السبئية باإلضافة إلى مونغرام مكون من الأحرف التالية( أ، ل، ن، ي) محاطة بإطار زخرفي هندسي، أما الوجه الآخر فيرجح أنه كان يحوي تجسيد لوجه آدمي محاط بإطار زخرفي نباتي.,معدنية,القرن الأول قبل الميالد - القرن الأول الميالدي,18 مم، 1.95 جم,ebay,سيئة جداً,,"6   18 1.95 ebay 1.95 ebay An old Yemeni coin. An old Yemeni coin with some early characters plus a mongram of the following characters (A, L, N, Y) surrounded by an engineering decorative frame, while the other face was likely to contain a human face surrounded by a vegetarian decorative frame. Metal.",204.0,
259,0-آثارنا المنهوبة_20_p027_af3d91ae,0-آثارنا المنهوبة_20.pdf,27,27,عملة يمنية قديمة,عملة يمنية قديمة، تعاني من مظاهر تلف كبير تمثل بفقد في معظم أجزائها، يبرز على أحد وجهيها مونغرام مكون من الأحرف التالية (ح، ض، ر) أما الوجه الآخر فمحتوياته غير واضحة الملامح إلا أنه محاط بإطار نباتي.,معدنية,القرن الأول قبل الميالد - القرن الأول الميالدي,17 مم، 1.77 جم,ebay,سيئة جداً,,"7   17 1.77 ebay 1.77 ebay An old Yemeni coin. An old Yemeni currency, suffering major damage from a loss in most parts of it, with one face appearing in a mongram of the following letters (h,z,t). The other side is unclear, but it is surrounded by a vegetarian frame. Metal.",205.0,
260,0-آثارنا المنهوبة_20_p028_9a4617ac,0-آثارنا المنهوبة_20.pdf,28,28,عملة يمنية قديمة,عملة يمنية قديمة تعاني من مظاهر تلف مختلفة متمثلة بتكلسات ومظاهر صدأ. يظهر على احد وجهيها مجموعة من أحرف المسند (أ، ل، ...) وكذلك ما يبدو أنه رمز الإله ذي سماوي، أما الوجه الآخر فيظهر فيه تجسيد لوجه آدمي محاط بإطار زخرفي.,معدنية,القرن الأول قبل الميالد - القرن الأول الميالدي,18 مم، 2.53 جم,ebay,سيئة,,"8  18 2.53 ebay An old Yemeni coin. An old Yemeni coin with various manifestations of damage, characterized by rusty and rusty cleavages. One of its faces shows a bunch of ana, l... as well as what appears to be the symbol of a heavenly God, while the other appears to have a human face surrounded by a decorative frame. Metal. The first century before the miles - the first century.",206.0,
261,0-آثارنا المنهوبة_20_p029_46e9a3df,0-آثارنا المنهوبة_20.pdf,29,29,عملة يمنية قديمة,عملة يمنية قديمة غير واضحة الملامح حيث تعاني من طمس وتشويه بِكِال الوجهين، إذ لم يمكن تمييز محتوياتهما.,معدنية,القرن الأول قبل الميالد - القرن الأول الميالدي,18 مم، 1.95 جم,ebay,سيئة جدا,,"9  18 1.95 ebay An old Yemeni coin. An unclear old Yemeni coin, suffering from dilution and mutilation with both faces, as their contents could not be discerned. Metal. The first century before the miles - the first century. 18 mm, 1.95 g ebay",207.0,
262,0-آثارنا المنهوبة_20_p030_1458be92,0-آثارنا المنهوبة_20.pdf,30,30,عملة يمنية قديمة,عملة يمنية قديمة ، على احد وجهيها ما يبدو أنه تجسيد لطائر البومة غير واضحة الملامح، أما الوجه الآخر مطموس,معدنية,القرن الأول الميلادي,14 ملم، 0.99 جم,ebay,سيئة جداً,,"0 14 0.99 ebay An old Yemeni coin. An old Yemeni coin, on one face, which seems to be the manifestation of the owl's indiscretion, while the other face is obliterated. Metal. First century AD 14 mm, 0.99 g",208.0,
263,0-آثارنا المنهوبة_20_p031_17726d68,0-آثارنا المنهوبة_20.pdf,31,31,عملة يمنية قديمة,عملة يمنية قديمة، مقعرة، على احد وجهيها تجسيد لوجه آدمي وبجانبه مجموعة من حروف المسند [ر، ي، د، ن، ...]، أما الوجه الآخر فيظهر فيه أيضاً تجسيد لوجه آدمي وبجواره طغراء بحروف المسند يحيط بهما إطار على شكل أفعى.,معدنية,حوالي القرن الأول- الثاني الميلادي,16 ملم، 1.66 جرام,ebay,جيدة,,1 [ ...]  16 1.66 ebay - 16 1.66 ebay,209.0,
