artifact_id;looted_text;wb_txt_shrt;wb_txt_lg;wb_txt_shrt_dist;wb_txt_lgidst
0-آثارنا المنهوبة_25_p051_3acdaa81;"Coin, metal, an old Yemeni coin with one face bearing a human face in relief, apparently wearing an earring. Dated to around the middle of the 4th century to the 3rd century BCE. Dimensions: 11 mm; weight: 1.98 g.";"Coin, silver. Helmeted head of Athena facing right, with Arabian letter Γ as a mark of value on the cheek; reverse with owl standing right, head facing, crescent moon in the upper left field, and a Royal Qatabanian monogram composed of South Arabian letters h and l in the lower right field.";Coin, silver. Obverse shows the helmeted head of Athena facing right, with the Arabian letter Γ on the cheek as a mark of value. Reverse bears the inscription AΘE and depicts an owl standing right with head facing, accompanied by a crescent moon in the upper left field and a Royal Qatabanian monogram in the lower right field, composed of South Arabian letters h and l. The type is attributed to Southern Arabia.;0,292991877;0,252921879
0-آثارنا المنهوبة_5_p004_a120f029;Palette, stone, with incised and carved decoration, 28 cm high and 23 cm wide, from the southern Arabian Peninsula (old Yemen), dated to the 2nd century AD. The object is described as a palette with drawings, showing sculptural decoration and a three-line inscription on the anthem line reading NFS, NBYR, BAT, BA, B.;Stela, South Arabian alabaster, H. 28 cm, L. 23.2 cm. Historiated funerary stela depicting a man and a woman, with a three-line inscription at the top.;"Stela, South Arabian alabaster, H. 28 cm, L. 23.2 cm. Historiated funerary stela depicting a man and a woman. The upper part bears a three-line inscription, identified in the source as beginning with the words ""Stèle sépulcrale et monument de Ratum"". The object is described as South Arabian and made of alabaster.";0,293356001;0,291623354
0-آثارنا المنهوبة_5_p005_882c4e9e;Plaque, marble. Rectangular polished marble plaque with a base of the same stone, bearing five letters: “A click and HBL” and the inscription “Horn A and Miledi - Southern Arabian Peninsula (old Yemen).” Height 36 cm.;"Stela, alabaster. South Arabian aniconic stela of slightly trapezoidal form, rounded at the top, with a rectangular plinth engraved with the owner's name. H. 41.5 cm; W. 24 cm.";Stela, alabaster. South Arabian aniconic stela of slightly trapezoidal form, rounded at the top, with a rectangular plinth engraved with the owner's name. The object measures 41.5 cm in height and 24 cm in width. According to the source text, such stelae were placed in a niche or against a wall.;0,293524206;0,295840919
0-آثارنا المنهوبة_14_p026_2c507d36;"Small object, marble, with two little horns projecting forward; length 7 cm (6 11/16 inches). First century BC. Excellent condition.";Calf, alabaster, South Arabian/Sabaean, carved in speckled alabaster with grey, pink and white tones, standing on an integral base. Length 17 cm (6 11/16 inches).;Calf, alabaster, South Arabian/Sabaean, carved in speckled alabaster with grey, pink and white tones and formed as a standing calf on an integral base. The object measures 17 cm in length (6 11/16 inches). The source text identifies it as South Arabian/Sabaean and notes a Near Eastern private collection provenance, acquired and imported into the UK in the 1980s.;0,294514418;0,311505139
0-آثارنا المنهوبة 30_p010_82b6e20a;Human statue, marble, Late 2000 B.C.E. Height 37.6 cm, width 11.5 cm, depth 10.7 cm.;Standing male figure, alabaster (calcite), ca. late 1st millennium BCE. Funerary or votive object carved in a fully frontal pose, with a long plain garment and a base inscribed with the name Sadiqim Ma'ad.;"Standing male figure, alabaster (calcite), ca. late 1st millennium BCE. This funerary or votive object was intended for placement in a tomb or temple. The figure stands frontally and wears a long, plain garment reaching almost to the ankles. It is carved in one piece with a base that bears the name of the individual and his clan, Sadiqim Ma'ad. The eyes and eyebrows are carved to receive inlays, now missing. The arms are bent at the elbows and extend outward at right angles to the body; one hand is clenched in a fist and pierced vertically to hold an object, perhaps a scepter, now lost, while the other hand is open. The undersurface of the base and the top and back of the head are roughly carved, consistent with statues that were set in niches and left unfinished on non-visible surfaces. The ears are placed high on the head, and the aquiline nose, small mouth, and fully frontal pose are characteristic of human images made in southwestern Arabia.";0,294657469;0,31270355
0-آثارنا المنهوبة_25_p083_06963053;"Coin, gold, Muslim Yemeni denar, dated to the reign of al-Sal, daughter of Ahmed al-Salehi, with a semi-Kufic inscription; reportedly found in Jabalah.";Coin, metal. Obverse with Shiʿa kalima in pseudo-Kufic style within three concentric circles.;Coin, metal. The obverse is decorated within three concentric circles and bears the Shiʿa kalima rendered in a pseudo-Kufic style. No further details are provided in the source text.;0,29666549;0,30467236
31-آثارنا المنهوبة_31_p011_4c06705e;Statue, bronze: human statue preserving the bronze palm of the right hand, rendered at natural size with long fingers and covered with a green layer of bronze corrosion. Length: 13 cm.;Sculptural fragment, stone, main right hand from a life-size statue, with the fingers slightly bent. Height 13 cm.;Sculptural fragment, stone, main right hand from a life-size statue, with the fingers slightly bent. The object is described as a right hand originating from a life-size statue, preserving the fingers in a slightly flexed position. The recorded height is 13 cm.;0,296716571;0,297680557
0-آثارنا المنهوبة_10_p072_6288a421;"Coin, metal, ancient Yemeni issue dated 354–340 BC, weighing 5.08 g. One face shows Greek influence, with an owl motif and a combination of two letters; the other side shows a human face, with a pammelsand nose on the cheek.";Coin, silver, South Arabian Sabaean imitative owl drachm, 354-340 BC. Obverse: head of Athena right, wearing a crested helmet and circular earring, eye in profile, with South Arabian letter 'N' on the cheek. Reverse: AQE with owl standing right, head facing, olive spray and crescent moon in the upper left field.;Coin, silver, South Arabian Sabaean imitative owl drachm, dated 354-340 BC. The obverse shows the head of Athena facing right, wearing a crested helmet and a circular earring, with the eye shown in profile and the South Arabian letter 'N' on the cheek. The reverse bears the inscription AQE and depicts an owl standing right with head facing, accompanied by an olive spray and a crescent moon in the upper left field. Reference cited: Van Alfen Studies 4, 7 and 11.;0,298269391;0,268437743
0-آثارنا المنهوبة_19_p014_2fe35087;Camel statue, marble, depicting a camel in clearly carved marble with a prominent sleeve and an indistinct head, standing on a rectangular base. Dated to around the 3rd century BCE.;"Coin, silver. Ancient Greek posthumous tetradrachm of Alexander the Great, featuring the name and types of Alexander. The obverse shows Alexander wearing the Nemean lion-skin headdress associated with Herakles; the reverse depicts Zeus seated left on a throne, holding an eagle and sceptre, with the inscription ΑΛΕΞΑΝΔΡΟΥ.";Coin, silver. Ancient Greek posthumous tetradrachm of Alexander the Great, attributed to the Hellenistic period and associated with the Near East (Western Asiatic) and Southern Europe. The tetradrachm was Alexander’s silver stater, or standard denomination, and was minted in greater numbers than any other Alexander denomination. The obverse depicts Alexander wearing the Nemean lion-skin headdress, one of Herakles’ typical attributes, and the reverse shows the Greek god Zeus seated to the left on a throne, holding an eagle in his right hand and a sceptre in his left. The Greek inscription ΑΛΕΞΑΝ∆ΡΟΥ is written vertically to the right of the figure of Zeus. The text describes the coin as a very rare, posthumous Alexander the Great silver tetradrachm featuring the name and types of Alexander.;0,29835248;0,279887676
0-آثارنا المنهوبة_5_p006_95a38b81;"Animal statue, stone. Statue of an animal on a rectangular base of the same material, with large horns visible; described as a “glimpse of big horns wrapped up.” Stone, 32.5 cm high. Dated to the 5th century B.C.E. and attributed to the southern Arabian Peninsula (old Yemen).";Statuette, limestone, depicting an ibex on a quadrangular base, with very developed horns. South Arabian.;Statuette, limestone, depicting an ibex standing on a quadrangular base, with very developed horns. The object is described as South Arabian and measures H. 32.5 cm. A comparative bibliography is cited: Queen of Sheba, exhibition catalogue, London, 2002.;0,300005913;0,263912439
0-آثارنا المنهوبة_25_p055_7d7995f7;"Bronze plaque, with a prominent inscribed frame and a nine-line inscription in barge-line format, measuring 10.2 × 14.4 cm; the text is recorded as beginning with “1-A-L-A-T-A-T-A-D-Y/Y-A-N-E-N-E-E-R-E-R-E-R-N-E-R-N-E-R-N-E-N-E-N-E-N-A-N-A-T-E-N-E-T-E-N-E-N-E-N-E-N-E-N-E-N-E-N-E-N-N-E-N-N-N-N-N-N-N-N-N-N-N-E-N-N-N-E-N-N-E-N-N-E-N-E-E-N-E-E-E-N-N-E-E-”; dated broadly to the first millennium BCE to the early first millennium CE.";Bronze inscription panel with relief letters in the ancient Yemeni alphabet (Old South Arabian), probably in the language of the Kingdom of Qataban. The rectangular panel has eight lines of evenly spaced horizontal characters and a narrower top line with a few smaller characters. Dimensions: 4 in W x 5.65 in H (10.2 cm x 14.4 cm).;Bronze inscription panel with relief letters in the ancient Yemeni alphabet, also known as Old South Arabian, probably in the language of the Kingdom of Qataban. The panel is rectangular and bears eight lines of evenly spaced horizontal characters, with a narrower top line containing only a few characters in a smaller font size. The object is described as a rare bronze inscription panel and is associated with funerary representation in ancient Saudi Arabia, where anthropomorphic funerary stelae with relief heads, headdresses, and funerary inscriptions were sometimes carved in stone or cast in bronze. Dimensions are 4 in W x 5.65 in H (10.2 cm x 14.4 cm).;0,300633907;0,306554019
0-آثارنا المنهوبة_28_p006_b6ac7e93;Object, material not specified, with dimensions 500 x 30 x 45.5 x 8.6–9.7 x 25.1–, inventory number SEM 692, dated 1900 (1898–1899).;Relief, limestone, South Arabian culture, from South Arabia. The relief depicts a man with a moustache and a hair wreath. It dates to around 500 CE and is in the Egyptian Collection, inv. SEM 692.;Relief, limestone, South Arabian culture, from South Arabia. The object measures H 30 cm, W 45.5 cm, D 8.6–9.7 cm, and weighs 25.1 kg. It depicts a man with a moustache and a hair wreath. The relief is dated to around 500 CE and is recorded in the Egyptian Collection under inv. SEM 692. Provenance note: acquired in 1900 from the South Arabia expedition of 1898–1899.;0,301721573;0,323139191
0-آثارنا المنهوبة_25_p056_dc2f7b3e;Animal statue, material not specified. An animal statue.;Statuette, alabaster, South Arabian art, depicting a standing bull on a rectangular base. Dimensions: 13 x 16.1 cm. Late 1st millennium B.C.;Statuette, alabaster, depicting a bull standing on a rectangular base. The object is attributed to South Arabian art and dated to the late 1st millennium B.C. It measures 13 x 16.1 cm. The source text notes provenance from Galerie Kevorkian, Paris, in 2011.;0,302870452;0,346271038
0-آثارنا المنهوبة 30_p013_d3799f39;Human statue, bronze, dating to the first century B.C.E. Height: 30.5 cm.;Statue, bronze, of a standing female figure with arms bent forward and clenched fists, wearing a straight skirt ending at mid-calf and a close-fitting long-sleeved shirt with a pointed neckline. South Arabian, 1st century B.C.-A.D.;Statue, bronze, representing a standing female figure with the arms bent forward and the fists closed. The figure wears a straight skirt ending at mid-calf and a close-fitting long-sleeved shirt with a pointed neckline. The head has a triangular mask-like appearance, with large almond-shaped eyes, slightly arched eyebrows, and a straight nose bridge. South Arabian, 1st century B.C.-A.D.;0,305294633;0,292399347
0-آثارنا المنهوبة_10_p083_ac6e1897;"Coin, gold, a Muslim Yemeni two-faced coin dated 718 H, weighing 4.34 g. One face is surrounded by a four-tier Arabic inscription band and has a square frame containing an Arabic inscription reading “There is no god but God, Muhammad is the messenger of God”; the other face bears an Arabic inscription reading “Sultan King in Support [...] David.” The object is described as in excellent condition.";Coin, gold. Rasulid gold dinar of al-Mu’ayyad Da’ud (696–721 AH), struck at ‘Adan in 718 AH.;Coin, gold. Rasulid gold dinar of al-Mu’ayyad Da’ud (696–721 AH), struck at ‘Adan in 718 AH. The source notes that, unlike the latter, the Rasulids included both the mint name and date in their legends. These gold issues may have been issued to facilitate trade with India.;0,308097899;0,301193297
0-آثارنا المنهوبة 30_p006_6686f187;Human statue, marble, 3rd–2nd century B.C.E. Altitude 15.5 cm, width 11.4 cm, depth 7.5 cm.;Head, alabaster with gold and shell, South Arabian, Sabaean culture, 3rd-2nd century BC. Dimensions: 15.5 x 11.4 x 7.5 cm.;Head, alabaster with gold and shell, from South Arabia. The object is identified as a male head and is attributed to the Sabaean culture, dated to the 3rd-2nd century BC. It measures 15.5 x 11.4 x 7.5 cm. Provenance information in the source mentions Ex Numismatic Ancient Art Gallery AG, Zurich, and Ex Fondation Rassla, Switzerland, in the 1970s.;0,31157881;0,297962666
0-آثارنا المنهوبة_21_p031_bcd0f28f;"Human statue, material not specified, depicting a standing man in an upright pose with clear facial features; height 41.28 cm.";Object type and main material are not explicitly identified in the source text. The text refers to a Roman marble head of a youth wearing a laurel wreath, sold for $504,000 against an estimate of $40,000 to $60,000.;Object type and main material are not explicitly identified in the source text. The available description identifies the object as a Roman marble head of a youth wearing a laurel wreath, dated to the Roman period and sold for $504,000 against an estimate of $40,000 to $60,000. No further technical details, dimensions, or condition information are provided in the source text.;0,311609447;0,301850915
0-آثارنا المنهوبة_19_p035_bf482bed;Necklace, material not specified, in bull shape.;Auction platform listing for jewelry, art, antiques, and other items.;Auction platform listing for jewelry, art, antiques, and other items. No specific object, material, typology, dimensions, or period is provided in the source text.;0,312322557;0,289641976
31-آثارنا المنهوبة_31_p012_36e90747;Statue, material not specified. Human statue depicting a woman, with a clearly rendered head and well-executed features. The eyes are oval, the eyebrows are arched and raised, the nose is prominent and sharp with a rounded end, and the mouth is represented by a curved line.;Stèle iconique en pierre de type Myriam, with ears treated geometrically, incised eyebrows, and oval eyes inlaid with calcite.;Stèle iconique en pierre de type Myriam. The ears are applied and treated in a geometric manner, the eyebrows are incised, and the eyes are oval and inlaid with calcite. The source text provides no further information on dimensions, date, provenance, or technique beyond the described carved and inlaid features.;0,312593639;0,24274528
31-آثارنا المنهوبة_31_p017_aa106c3f;"Human statue, bronze. Head of a bronze statue representing a young man with a clear gaze; the eyes are prominent, the nose is straight, and the mouth has full lips. The hair is arranged in strands ending in forward and side waves, and the head is crowned with a vegetal wreath surmounted by a decorative element.";Auction notice, text on paper, concerning condition, dimensions, bidding, VAT, and pre-emption rights.;Auction notice, text on paper, giving general sale conditions and catalogue disclaimers. It states that, because of age and nature, many lots are not in their original condition and that catalogue or condition report descriptions may mention damage and/or restoration for inspection purposes only. It also notes that dimensions are provided for information only and are not guaranteed. The text includes a notice that for lots sold by a non-resident seller, the buyer must pay 5.5% VAT in addition to the hammer price, refundable upon proof of export outside the EEC within one month. It further states that if two simultaneous bids are recognized, the lot will be offered again, and that a representative of the French State may exercise the pre-emption right during the auction, with the declaration recorded in the official sale record.;0,313356638;0,231895208
0-آثارنا المنهوبة_25_p075_ed367d40;"Head of a human statue, marble stone, depicting a male head with clear facial features, closed eyes, a long nose, and a small mouth set in a straight horizontal line; the head has a short neck.";Stela, stone, from the South Arabian peninsula, ca. 2nd century BC–2nd century AD. It depicts a stylised frontal face with a long straight nose above a lightly incised mouth and semicircular eyes.;Stela, stone, from the South Arabian peninsula, ca. 2nd century BC–2nd century AD. The object represents the stylised face of a figure shown frontally. The facial features are rendered in a simplified manner, with a long straight nose, a mouth indicated by a simple incision, and eyes formed as semicircles. The source text identifies it as an iconic stela from the South Arabian peninsula.;0,315306425;0,292446196
0-آثارنا المنهوبة_22_p014_f8a5f56a;"Manuscript, paper; Hebrew manuscript for liturgical use throughout the year, including weekdays, Saturday, and festivals, in Yemeni writing in an animated letter, dated to the 19th century and measuring 17 cm. The manuscript contains a title page with the text “Seder of the hall according to the Safari tradition, written throughout the year...” and, on the back of the title page, “A copy of the lounge and the lounge according to our traditions in prayers throughout Yemeni cities.” It includes a weekly and Saturday service, Rosh Chodesh service, Birkat HaLevana, Seder Lashanah, Tekun Burim, Tekun Besash with Al-Hajdah, prayers for the three festivals, and the Zikhrot for Shaft. Some leaves were later replaced by another hand; several leaves are missing. The manuscript is in separate leaves, unbound, with spots, holes, tears affecting the text of several leaves, and engravings.";Manuscript, siddur on paper for year-round use, Yemen, 19th century. Contains prayers for weekdays, Shabbat, festivals, Rosh Chodesh, Birkat HaLevana, Seder for Chanuka, Tikun Purim, Tikun Pesach with the Haggadah, the Three Festivals, and Azharot for Shavuot.;"Manuscript, siddur on paper for year-round use, Yemen, 19th century. The manuscript includes prayers for weekdays and Shabbat, prayers for Rosh Chodesh, Birkat HaLevana, Seder for Chanuka, Tikun Purim, Tikun Pesach with the Haggadah, prayers for the Three Festivals, and Azharot for Shavuot. The verso of the title page bears the note: ""Version of blessings and prayers, according to our tradition of the holy congregation throughout Yemenite cities"". The title page has an illustrated frame and is inscribed: ""Siddur of prayers according to Sephardic tradition, and written for the entire year…"". The last approximately 20 leaves, containing prayers for the Festival of Shavuot and Azharot, are in a different handwriting, and some leaves at the end were replaced in another handwriting. The manuscript shows stains, wear, and tears affecting the text of several leaves.";0,315856576;0,263513863
0-آثارنا المنهوبة_4_p003_16facb8e;"Statue, marble stone. Woman’s statue depicting a seated female figure on a chair of the same material. The figure is described as clear-cut, with a low-cut garment, thinning form, and cuffed sleeves; the surface is noted as hairy. The object is associated with Barkat House and is recorded as missing. Photo number 6.";Sabaean seated statuette of a woman, calcite-alabaster, dated 600 BCE–100 BCE, with a height of 20.3 cm. The female figure is seated wearing a long dress, with her hands held before her.;"Sabaean seated statuette of a woman, calcite-alabaster, dated 600 BCE–100 BCE, height 20.3 cm. The female figure is seated and wears a long dress; her hands are held before her. The ears and arms are pierced, and the lower arms project horizontally forward at right angles to the upper arms, a gesture described as common in this type of statuary. The object is identified as Sabaean, with the text noting a probable southern provenance and mentioning that similar early examples have been unearthed from Main, while alabaster was widespread in Qataban.";0,316647708;0,268714786
0-آثارنا المنهوبة_25_p097_d944cef5;"Human statue face, marble stone, carved in marble, with clear features; the eyes are blind, long and well connected, the eyebrows are strongly joined, the nostrils are open, the mouth is small, and the chin is broad. Dated to about 200 BC–100 BC.";Face stele, South Arabian alabaster, ca. 165 mm long and 115 mm wide.;"Face stele, South Arabian alabaster, of approximately 165 mm in length and 115 mm in width. The object is identified as a face stele; no further technical, typological, or contextual details are provided in the source text.";0,316885471;0,278018594
0-آثارنا المنهوبة_25_p027_b022fb35;Human statue, stone, fragmentary, with broken limbs. The figure is shown wearing a robe extending the full length of the body. The face is clearly defined, with a long nose, beard, two wandering eyebrows, and two eyes with jealous pupils. The description is incomplete in the source text.;Carved stone idol/figure of pre-Islamic South Arabian type, possibly from Yemen, circa 2nd century B.C. to 2nd century A.D., with incised almond-shaped eyes, pupils and eyebrows, extended forearms, and tunic-style dress. Height 14.2 cm.;Carved stone idol/figure of pre-Islamic South Arabian type, possibly from Yemen, dated circa 2nd century B.C. to 2nd century A.D. The figure has incised almond-shaped eyes, pupils and eyebrows, extended forearms, and is depicted in a tunic-style dress. The object measures 14.2 cm in height.;0,318022192;0,25187695
0-آثارنا المنهوبة_14_p044_dfa1c7a5;"Human statue, limestone. Human figure seated, carved in limestone; broken at the organs. The figure has two inset eyes. First century AD.";Female figure, limestone, South Arabian, circa 3rd century B.C.–1st century A.D. The face retains remnants of a dark resin. Height 24 cm.;Female figure, limestone, South Arabian, circa 3rd century B.C.–1st century A.D. The figure is made of limestone and preserves remnants of a dark resin on the face. The source text notes that a comparable female figure in the British Museum has a brown coating identified by chemical analysis as containing plant oils and conifer resins, suggesting either a conifer resin varnish mixed with oils or an oil perfumed with resin applied in thick layers. The object is recorded as 24 cm high.;0,318814516;0,308569074
0-آثارنا المنهوبة_10_p031_29d014fc;"Coin, silver, Dinar of Yemen, issued under Ali Ben Mohammed, dated 439-59/1047-67; weight 2.49 g; recorded as very soft silver.";Auction series and calendar listing, printed text on promotional material, 2026.;Auction series and calendar listing, printed text on promotional material, 2026. The source text records a schedule of Christie’s auction series, online auctions, live auctions, exhibitions, learning events, and auction results across Hong Kong, Paris, London, and New York, with dates ranging from March to May 2026. It includes references to categories such as 20th/21st Century Art, Modern New York, Collections, Luxury, Watches, Prints and Multiples, Art Contemporain, Modern American Art, Photographs, Impressionniste & Moderne, Living with African and Oceanic Arts, Fine Chinese Classical Paintings and Calligraphy, Indian Painting and Calligraphy, and Fine and Rare Wines and Spirits.;0,319640458;0,236646295
0-آثارنا المنهوبة_25_p041_16bc353c;Head of a human statue, marble, depicting a male head with a long neck and a partially preserved face. The eyes are indicated by drilled pupils, the nose is pierced, the eyebrows are arched and joined to the nose, the mouth is pierced, and the ears are preserved on both sides.;Head, alabaster, South Arabian art, late 1st millennium B.C. Masculine head with a triangular face, beard and moustache, large inlaid almond-shaped eyes, engraved eyebrows, straight nose, closed lips, and a long cylindrical neck. Height: 23.5 cm.;Head, alabaster, South Arabian art, late 1st millennium B.C. Masculine head with a triangular face, beard and moustache, large inlaid almond-shaped eyes, engraved eyebrows, a straight nose, closed lips, and a long cylindrical neck. The object is recorded with a height of 23.5 cm and provenance from the Collection Szerer, Paris.;0,319781005;0,297466993
0-آثارنا المنهوبة_16_p003_a478c1a3;"Head, marble, of a statue of a man, carved in a clear-cut style with two eyes, two eyebrows, and a mouth; dated to the 1st century B.C./1st century A.D. according to the source. The object is described as in good condition. Source attribution in the text mentions Hansokrams (1912–1992), Düsseldorf, Germany.";Furniture, paintings, coins, currency, stamps, home décor, fashion, Chinese antiques, photography, watches, rings, oil paintings, toys, dolls, games, clocks, Japanese antiques, rugs and carpets, prints and multiples, and other auction categories are listed, along with multiple upcoming and live sales.;Furniture, paintings, coins, currency, stamps, home décor, fashion, Chinese antiques, photography, watches, rings, oil paintings, toys, dolls, games, clocks, Japanese antiques, rugs and carpets, prints and multiples, and related categories are listed in an auction marketplace overview. The text also includes references to spring finds, early 20th century design, California and Western art, fine jewelry, European furniture, trending items, and multiple auction listings with dates, locations, and sale titles. No single object is described in detail beyond these category and auction references.;0,320947707;0,324906349
0-آثارنا المنهوبة_14_p035_4c0a409e;"Statue, material not specified, depicting a human face with a prominent head, frontal features, button-like details, and a mouth carved in a small, visible, smiling manner; the front is marked by a blade-like line running from left to right with the letters L./Bester. Dated to the third to first century B.C.";Stele, marble, South Arabian/Sabaean, with inscription, 10.8 cm long. Funerary or memorial stele depicting a stylised face in high relief, with the name Sarhan (SRHN) inscribed upside-down on the forehead in Sabaean letters.;Stele, marble, South Arabian/Sabaean, with inscription, 10.8 cm long. Funerary or memorial stele depicting a stylised face in high relief. The face has a flat forehead, bulging eyes, extended eyebrows merging at the centre of the face into a long nose, and a closed mouth with broad lips. On the forehead, the name is inscribed upside-down in the tradition of tomb dedications, with Sabaean letters reading the name Sarhan (SRHN). The object is identified as South Arabian/Sabaean and dated broadly to the pre-Islamic period.;0,321506441;0,287257969
0-آثارنا المنهوبة_5_p003_5f667732;"Grave marker head, polished marble, in the form of a man’s head with a short neck, defined head, indicated hair, eyebrows, a prominent nose, and closed mouth, decorated with two lizards and two rosettes; from the Horn of the Arabian Peninsula (old Yemen); length 22 cm.";Stela, South Arabian alabaster and limestone, H. 22 cm. Iconic stela representing a face shown frontally, with a triangular nose above a narrow mouth.;Stela, South Arabian alabaster and limestone, height 22 cm. Iconic stela depicting a face in frontal view. The facial features are rendered schematically, with a triangular nose surmounting a narrow mouth. The source text identifies the object as a South Arabian stela made of alabaster and limestone and gives its height as 22 cm.;0,322164774;0,297471762
0-آثارنا المنهوبة_28_p028_76ccf6a0;"Statue, bronze. Small statue of a horse in motion with a child rider, the child shown in a pose consistent with the horse’s movement and raising both hands upward and to the side. The horse is missing the limbs of both forelegs and hind legs. Recorded dimensions: 8.4 x 6.2 x 8.5 cm; fish 4.2 cm.";"Figurine, bronze, depicting a horse with a child rider. The object was acquired by donation and is held by the Musée du Louvre, Département des Antiquités orientales; current location: Musée d'Archéologie Méditerranéenne - Centre de la Vieille Charité, Marseille, France.";Figurine, bronze, depicting a horse, a child, and a rider. The object was acquired by donation (don), with committee/commission date 12/12/1912 and council date 13/01/1913. It is owned by the State and held by the Musée du Louvre, Département des Antiquités orientales. The current location is Marseille (France), Musée d'Archéologie Méditerranéenne - Centre de la Vieille Charité. The place of origin is given as Yemen, Ali Aqil, Azza.;0,322178721;0,352186561
0-آثارنا المنهوبة 30_p011_2fc817ec;Human statue, marble, 44.5 cm high. Dated to the fourth century to the first century BC.;Standing worshipper, alabaster, South Arabian, circa 4th-1st century B.C.;Standing worshipper, alabaster, South Arabian, circa 4th-1st century B.C. The object is identified as a South Arabian alabaster standing worshipper and is dated to the circa 4th-1st century B.C. No further technical, dimensional, or contextual details are provided in the source text.;0,322202146;0,32075876
0-آثارنا المنهوبة_10_p062_e4da8aed;"Horse statue, bronze, depicting a horse standing on four legs with calves at the ends of the limbs; the mouth is open, and a rope is shown on the back, interpreted as indicating a harness for pulling a wagon. Bronze. 4th–3rd centuries BC. Height 12.1 cm; length 13.8 cm.";"Horse, bronze, South Arabian, Hellenistic Period, 4th–3rd century BCE. Preserved with a green patina and in very good condition; only remains of the original small wheels survive.";Horse, bronze, South Arabian, Hellenistic Period, 4th–3rd century BCE. The object is described as a South-Arabian bronze horse with a nice green patina and in very good condition. Only remains of the original small wheels are preserved.;0,322585762;0,32889384
0-آثارنا المنهوبة_28_p005_0ecce4f0;Mouse statue, bronze. Small bronze statue of a mouse with a clearly defined head and ears, a rounded body, and a short tail. Dated to the 1st century BC.;Votive offering, bronze, from South Arabia. Statuette of a mouse, measuring H 2.5 cm, W 6.6 cm, D 1.7 cm.;Votive offering, bronze, from South Arabia. Statuette of a mouse, recorded as a South Arabian object and described as a votive gift. The object measures 2.5 cm in height, 6.6 cm in width, and 1.7 cm in depth. Provenance note: acquired from the Glaser collection in 1894.;0,32277441;0,383877754
0-آثارنا المنهوبة_14_p038_e61326bd;Human statue head, limestone. Head of a human statue carved in limestone, with poorly carved eyes, two eyebrows rendered as a prominent arched form, a prominent nose, and a mouth represented by an empty horizontal line. Dated from the 3rd century BC to the 1st century AD.;Stone head with typical South Arabian characteristics, showing a somber countenance, almond-shaped eyes, arched brows, a straight nose, high cheekbones, a closed mouth, high-set ears, and a chin-length coiffure. Dimensions: 2.4 in W x 2.5 in H (6.1 cm x 6.4 cm).;Stone head with typical South Arabian characteristics, carved with a somber countenance, almond-shaped eyes, arched brows, a straight nose, high cheekbones, and a closed mouth. The head is flanked by a pair of high-set ears and has a chin-length coiffure. Dimensions are 2.4 in W x 2.5 in H (6.1 cm x 6.4 cm).;0,323313773;0,273363411
0-آثارنا المنهوبة_25_p080_bee8a24e;Sculptural fragments, marble stone: heads of human statues of different shapes and sizes, including one smashed and freckled, with a hint, together with a torso of a statue.;Alabaster fragments, a group of five South Arabian (?) pieces comprising four heads and one torso.;Alabaster fragments, a group of five South Arabian (?) pieces comprising four heads and one torso. The group is described as fragments and includes sculptural elements in alabaster. Provenance noted in the source text: private collection of Dr. Mohammed Said Farsi (1936-2019), acquired between 1960 and 1990 at Christie’s, Sotheby’s, and Mayfair Galleries, London.;0,324228346;0,360122144
0-آثارنا المنهوبة_10_p079_c497918f;"Coin, metal, possibly silver, Islamic Yemeni currency with an Arabic inscription in a surrounding framework; the text includes “The God of Hila Muhammad ... [The Messenger of Hila].” Dated to the Apostolic period, 1249–1295, weight 1.91 g.";Dirhem, silver, Islamic, Yemen, Rasulid Dynasty, al-Muzaffar Yusuf, 1249–1295, mint of Adan, 1.91 g.;Dirhem, silver, Islamic, Yemen, Rasulid Dynasty, issued under al-Muzaffar Yusuf (1249–1295), minted at Adan, weighing 1.91 g. The object is identified as an Islamic dirhem from Yemen and the source text provides the ruler, dynasty, mint, and weight.;0,324249387;0,335613132
0-آثارنا المنهوبة_22_p004_4c5b844c;"Statue, marble, 12.1 x 19.1 cm, dated to 200–100 B.C.E. Rectangular marble statue of a woman with a clearly defined face; the front is broad at the eyes and narrows to a hard, pointed chin. The eyes are set beneath arched eyebrows and retain light-coloured residue; the nose is very long with a high bridge. The eyebrows are engraved, and a single line across the upper forehead appears to indicate a headband or similar head covering.";Bust, alabaster. Sabean alabaster bust of a woman, dated 200 BCE–100 CE, with dimensions of 12.1 x 19.1 cm. The piece depicts a feminine head and neck with limited detailing, including incised eyebrows and a single line at the apex of the forehead.;Bust, alabaster. Sabean alabaster bust of a woman, dated 200 BCE–100 CE, measuring 12.1 x 19.1 cm (4 3/4 x 7 1/2 in). The object depicts a feminine head and neck and is described as a striking head that may have served as a grave marker or perhaps as a commemorative piece from the ancient kingdom of Saba in southwestern Arabia, centered in modern-day Yemen. Detailing is limited, with incised eyebrows and a single line at the apex of the forehead that appears to suggest a headband or similar feature. The text also notes that it may once have formed part of a larger alabaster structure.;0,324404716;0,286950111
