artifact_id,pdf_name,page_num,image_name,image_path,centroid_x,centroid_y
0-آثارنا المنهوبة_10_p047_7c49c159,0-آثارنا المنهوبة_10.pdf,47,0-آثارنا المنهوبة_10_p047_img005.png,,313.05,246.75
0-آثارنا المنهوبة_10_p048_56226172,0-آثارنا المنهوبة_10.pdf,48,0-آثارنا المنهوبة_10_p048_img005.png,,312.85,251.01
0-آثارنا المنهوبة_10_p049_1fc29c1e,0-آثارنا المنهوبة_10.pdf,49,0-آثارنا المنهوبة_10_p049_img005.png,,313.1,225.38
0-آثارنا المنهوبة_10_p050_18cac402,0-آثارنا المنهوبة_10.pdf,50,0-آثارنا المنهوبة_10_p050_img005.png,,313.0,235.82
0-آثارنا المنهوبة_10_p051_34a7616b,0-آثارنا المنهوبة_10.pdf,51,0-آثارنا المنهوبة_10_p051_img005.png,,312.95,241.82
0-آثارنا المنهوبة_10_p052_fa11a25c,0-آثارنا المنهوبة_10.pdf,52,0-آثارنا المنهوبة_10_p052_img005.png,,312.78,238.17
0-آثارنا المنهوبة_10_p053_d3c8caa6,0-آثارنا المنهوبة_10.pdf,53,0-آثارنا المنهوبة_10_p053_img005.png,,312.78,230.85
0-آثارنا المنهوبة_10_p054_abef1e87,0-آثارنا المنهوبة_10.pdf,54,0-آثارنا المنهوبة_10_p054_img005.png,,313.0,230.88
0-آثارنا المنهوبة_10_p055_2e72c114,0-آثارنا المنهوبة_10.pdf,55,0-آثارنا المنهوبة_10_p055_img005.png,,313.1,242.14
0-آثارنا المنهوبة_10_p056_617442c5,0-آثارنا المنهوبة_10.pdf,56,0-آثارنا المنهوبة_10_p056_img005.png,,313.1,239.99
0-آثارنا المنهوبة_10_p057_310726c1,0-آثارنا المنهوبة_10.pdf,57,0-آثارنا المنهوبة_10_p057_img006.png,,312.88,225.5
0-آثارنا المنهوبة_10_p058_daf636c3,0-آثارنا المنهوبة_10.pdf,58,0-آثارنا المنهوبة_10_p058_img005.png,,316.55,236.35
0-آثارنا المنهوبة_10_p059_d03964ed,0-آثارنا المنهوبة_10.pdf,59,0-آثارنا المنهوبة_10_p059_img005.png,,312.97,241.52
0-آثارنا المنهوبة_10_p060_a08b7ee7,0-آثارنا المنهوبة_10.pdf,60,0-آثارنا المنهوبة_10_p060_img005.png,,312.85,236.51
0-آثارنا المنهوبة_10_p061_1748219e,0-آثارنا المنهوبة_10.pdf,61,0-آثارنا المنهوبة_10_p061_img005.png,,312.8,231.0
0-آثارنا المنهوبة_10_p062_e4da8aed,0-آثارنا المنهوبة_10.pdf,62,0-آثارنا المنهوبة_10_p062_img005.png,,312.88,258.45
0-آثارنا المنهوبة_10_p063_7c650d5d,0-آثارنا المنهوبة_10.pdf,63,0-آثارنا المنهوبة_10_p063_img005.png,,312.73,245.67
0-آثارنا المنهوبة_10_p064_849e91cc,0-آثارنا المنهوبة_10.pdf,64,0-آثارنا المنهوبة_10_p064_img005.png,,312.82,214.49
0-آثارنا المنهوبة_10_p065_20d411b4,0-آثارنا المنهوبة_10.pdf,65,0-آثارنا المنهوبة_10_p065_img006.png,,313.07,217.5
0-آثارنا المنهوبة_10_p066_24a6970b,0-آثارنا المنهوبة_10.pdf,66,0-آثارنا المنهوبة_10_p066_img005.png,,312.78,230.67
0-آثارنا المنهوبة_10_p067_ac96fcd1,0-آثارنا المنهوبة_10.pdf,67,0-آثارنا المنهوبة_10_p067_img005.png,,313.1,212.27
0-آثارنا المنهوبة_10_p068_ba9aadb6,0-آثارنا المنهوبة_10.pdf,68,0-آثارنا المنهوبة_10_p068_img005.png,,312.75,217.7
0-آثارنا المنهوبة_10_p069_fbb166c8,0-آثارنا المنهوبة_10.pdf,69,0-آثارنا المنهوبة_10_p069_img005.png,,313.08,208.48
0-آثارنا المنهوبة_10_p070_89bc8721,0-آثارنا المنهوبة_10.pdf,70,0-آثارنا المنهوبة_10_p070_img005.png,,313.0,230.65
0-آثارنا المنهوبة_10_p071_9aa6662e,0-آثارنا المنهوبة_10.pdf,71,0-آثارنا المنهوبة_10_p071_img005.png,,312.82,234.73
0-آثارنا المنهوبة_10_p072_6288a421,0-آثارنا المنهوبة_10.pdf,72,0-آثارنا المنهوبة_10_p072_img005.png,,313.09,207.2
0-آثارنا المنهوبة_10_p073_d8fc1a04,0-آثارنا المنهوبة_10.pdf,73,0-آثارنا المنهوبة_10_p073_img005.png,,313.1,209.5
0-آثارنا المنهوبة_10_p074_c161f5cf,0-آثارنا المنهوبة_10.pdf,74,0-آثارنا المنهوبة_10_p074_img005.png,,312.73,240.74
0-آثارنا المنهوبة_10_p075_9f7ba027,0-آثارنا المنهوبة_10.pdf,75,0-آثارنا المنهوبة_10_p075_img005.png,,313.09,206.23
0-آثارنا المنهوبة_10_p076_234f216d,0-آثارنا المنهوبة_10.pdf,76,0-آثارنا المنهوبة_10_p076_img005.png,,313.05,227.05
0-آثارنا المنهوبة_10_p077_356687a5,0-آثارنا المنهوبة_10.pdf,77,0-آثارنا المنهوبة_10_p077_img005.png,,312.8,240.63
0-آثارنا المنهوبة_10_p078_f2f3e7cb,0-آثارنا المنهوبة_10.pdf,78,0-آثارنا المنهوبة_10_p078_img005.png,,312.85,226.25
0-آثارنا المنهوبة_10_p079_c497918f,0-آثارنا المنهوبة_10.pdf,79,0-آثارنا المنهوبة_10_p079_img005.png,,312.98,236.88
0-آثارنا المنهوبة_10_p080_6756332a,0-آثارنا المنهوبة_10.pdf,80,0-آثارنا المنهوبة_10_p080_img005.png,,312.93,228.21
0-آثارنا المنهوبة_10_p081_235de0d7,0-آثارنا المنهوبة_10.pdf,81,0-آثارنا المنهوبة_10_p081_img005.png,,313.1,217.94
0-آثارنا المنهوبة_10_p082_6e058211,0-آثارنا المنهوبة_10.pdf,82,0-آثارنا المنهوبة_10_p082_img005.png,,312.79,221.35
0-آثارنا المنهوبة_10_p083_ac6e1897,0-آثارنا المنهوبة_10.pdf,83,0-آثارنا المنهوبة_10_p083_img005.png,,313.1,210.0
0-آثارنا المنهوبة_10_p084_bd7a2055,0-آثارنا المنهوبة_10.pdf,84,0-آثارنا المنهوبة_10_p084_img005.png,,313.09,240.05
0-آثارنا المنهوبة_10_p085_11863532,0-آثارنا المنهوبة_10.pdf,85,0-آثارنا المنهوبة_10_p085_img005.png,,312.82,228.12
0-آثارنا المنهوبة_10_p086_b4bc6c01,0-آثارنا المنهوبة_10.pdf,86,0-آثارنا المنهوبة_10_p086_img005.png,,313.1,220.5
0-آثارنا المنهوبة_10_p087_a80cea17,0-آثارنا المنهوبة_10.pdf,87,0-آثارنا المنهوبة_10_p087_img005.png,,313.08,233.15
0-آثارنا المنهوبة_10_p088_8da4f483,0-آثارنا المنهوبة_10.pdf,88,0-آثارنا المنهوبة_10_p088_img005.png,,313.1,218.99
0-آثارنا المنهوبة_10_p089_71b79839,0-آثارنا المنهوبة_10.pdf,89,0-آثارنا المنهوبة_10_p089_img005.png,,312.73,230.62
0-آثارنا المنهوبة_10_p090_a1821757,0-آثارنا المنهوبة_10.pdf,90,0-آثارنا المنهوبة_10_p090_img005.png,,312.97,230.17
0-آثارنا المنهوبة_10_p091_675dae56,0-آثارنا المنهوبة_10.pdf,91,0-آثارنا المنهوبة_10_p091_img005.png,,312.82,237.21
0-آثارنا المنهوبة_10_p092_7148fee1,0-آثارنا المنهوبة_10.pdf,92,0-آثارنا المنهوبة_10_p092_img005.png,,313.08,229.85
0-آثارنا المنهوبة_10_p093_d150be70,0-آثارنا المنهوبة_10.pdf,93,0-آثارنا المنهوبة_10_p093_img005.png,,313.09,237.02
0-آثارنا المنهوبة_10_p094_4beb2bd8,0-آثارنا المنهوبة_10.pdf,94,0-آثارنا المنهوبة_10_p094_img005.png,,313.09,232.77
0-آثارنا المنهوبة_10_p095_f45e4544,0-آثارنا المنهوبة_10.pdf,95,0-آثارنا المنهوبة_10_p095_img005.png,,313.1,216.05
0-آثارنا المنهوبة_10_p096_3b805a3b,0-آثارنا المنهوبة_10.pdf,96,0-آثارنا المنهوبة_10_p096_img005.png,,313.05,225.6
0-آثارنا المنهوبة_10_p097_262eef51,0-آثارنا المنهوبة_10.pdf,97,0-آثارنا المنهوبة_10_p097_img005.png,,313.09,258.45
0-آثارنا المنهوبة_10_p098_c56cfb3b,0-آثارنا المنهوبة_10.pdf,98,0-آثارنا المنهوبة_10_p098_img005.png,,313.07,227.85
0-آثارنا المنهوبة_10_p099_0528bb43,0-آثارنا المنهوبة_10.pdf,99,0-آثارنا المنهوبة_10_p099_img005.png,,313.09,225.63
0-آثارنا المنهوبة_10_p100_58192b63,0-آثارنا المنهوبة_10.pdf,100,0-آثارنا المنهوبة_10_p100_img005.png,,313.09,232.85
0-آثارنا المنهوبة_16_p001_64404493,0-آثارنا المنهوبة_16.pdf,1,0-آثارنا المنهوبة_16_p001_img003.png,,313.25,274.86
0-آثارنا المنهوبة_16_p002_3b31a507,0-آثارنا المنهوبة_16.pdf,2,0-آثارنا المنهوبة_16_p002_img003.png,,323.49,312.42
0-آثارنا المنهوبة_16_p003_a478c1a3,0-آثارنا المنهوبة_16.pdf,3,0-آثارنا المنهوبة_16_p003_img003.png,,346.6,298.74
0-آثارنا المنهوبة_16_p004_effd809f,0-آثارنا المنهوبة_16.pdf,4,0-آثارنا المنهوبة_16_p004_img003.png,,337.68,281.69
0-آثارنا المنهوبة_16_p005_c5076eb4,0-آثارنا المنهوبة_16.pdf,5,0-آثارنا المنهوبة_16_p005_img003.png,,313.98,291.25
0-آثارنا المنهوبة_16_p006_1ba70ff8,0-آثارنا المنهوبة_16.pdf,6,0-آثارنا المنهوبة_16_p006_img003.png,,296.67,318.0
0-آثارنا المنهوبة_16_p007_0fc20664,0-آثارنا المنهوبة_16.pdf,7,0-آثارنا المنهوبة_16_p007_img003.png,,307.94,297.12
0-آثارنا المنهوبة_16_p008_0033d68a,0-آثارنا المنهوبة_16.pdf,8,0-آثارنا المنهوبة_16_p008_img003.png,,258.17,272.55
0-آثارنا المنهوبة_16_p008_0033d68a,0-آثارنا المنهوبة_16.pdf,8,0-آثارنا المنهوبة_16_p008_img004.png,,434.5,268.93
0-آثارنا المنهوبة_16_p009_67e0ca1b,0-آثارنا المنهوبة_16.pdf,9,0-آثارنا المنهوبة_16_p009_img003.png,,324.07,312.21
0-آثارنا المنهوبة_16_p010_1a66044c,0-آثارنا المنهوبة_16.pdf,10,0-آثارنا المنهوبة_16_p010_img003.png,,437.08,260.55
0-آثارنا المنهوبة_16_p010_1a66044c,0-آثارنا المنهوبة_16.pdf,10,0-آثارنا المنهوبة_16_p010_img004.png,,190.9,260.75
0-آثارنا المنهوبة_16_p011_ba9f2252,0-آثارنا المنهوبة_16.pdf,11,0-آثارنا المنهوبة_16_p011_img003.png,,347.43,292.2
0-آثارنا المنهوبة_16_p012_54866ff3,0-آثارنا المنهوبة_16.pdf,12,0-آثارنا المنهوبة_16_p012_img003.png,,323.77,316.91
0-آثارنا المنهوبة_16_p013_c15d6f3a,0-آثارنا المنهوبة_16.pdf,13,0-آثارنا المنهوبة_16_p013_img003.png,,325.15,275.37
0-آثارنا المنهوبة_16_p014_9c48a41b,0-آثارنا المنهوبة_16.pdf,14,0-آثارنا المنهوبة_16_p014_img003.png,,332.47,256.15
0-آثارنا المنهوبة_20_p001_14ba7e53,0-آثارنا المنهوبة_20.pdf,1,0-آثارنا المنهوبة_20_p001_img006.png,,283.87,264.85
0-آثارنا المنهوبة_20_p002_b14b00e4,0-آثارنا المنهوبة_20.pdf,2,0-آثارنا المنهوبة_20_p002_img005.png,,284.08,280.31
0-آثارنا المنهوبة_20_p003_45ff5832,0-آثارنا المنهوبة_20.pdf,3,0-آثارنا المنهوبة_20_p003_img005.png,,284.07,234.6
0-آثارنا المنهوبة_20_p004_ee5f7ead,0-آثارنا المنهوبة_20.pdf,4,0-آثارنا المنهوبة_20_p004_img005.png,,284.08,270.31
0-آثارنا المنهوبة_20_p005_75c53cdf,0-آثارنا المنهوبة_20.pdf,5,0-آثارنا المنهوبة_20_p005_img005.png,,284.07,274.74
0-آثارنا المنهوبة_20_p006_85bfc1a7,0-آثارنا المنهوبة_20.pdf,6,0-آثارنا المنهوبة_20_p006_img005.png,,284.06,243.05
0-آثارنا المنهوبة_20_p007_2524522f,0-آثارنا المنهوبة_20.pdf,7,0-آثارنا المنهوبة_20_p007_img005.png,,284.06,283.24
0-آثارنا المنهوبة_20_p008_111af9b2,0-آثارنا المنهوبة_20.pdf,8,0-آثارنا المنهوبة_20_p008_img005.png,,283.81,254.37
0-آثارنا المنهوبة_20_p009_f0225467,0-آثارنا المنهوبة_20.pdf,9,0-آثارنا المنهوبة_20_p009_img005.png,,284.07,300.88
0-آثارنا المنهوبة_20_p010_dd9973f8,0-آثارنا المنهوبة_20.pdf,10,0-آثارنا المنهوبة_20_p010_img005.png,,284.08,291.31
0-آثارنا المنهوبة_20_p011_6e014a26,0-آثارنا المنهوبة_20.pdf,11,0-آثارنا المنهوبة_20_p011_img005.png,,283.8,303.73
0-آثارنا المنهوبة_20_p012_8da05589,0-آثارنا المنهوبة_20.pdf,12,0-آثارنا المنهوبة_20_p012_img005.png,,283.84,267.33
0-آثارنا المنهوبة_20_p013_724465ac,0-آثارنا المنهوبة_20.pdf,13,0-آثارنا المنهوبة_20_p013_img005.png,,283.76,269.31
0-آثارنا المنهوبة_20_p014_98e475ac,0-آثارنا المنهوبة_20.pdf,14,0-آثارنا المنهوبة_20_p014_img005.png,,283.89,268.18
0-آثارنا المنهوبة_20_p015_b321d6c7,0-آثارنا المنهوبة_20.pdf,15,0-آثارنا المنهوبة_20_p015_img005.png,,283.84,268.78
0-آثارنا المنهوبة_20_p016_47008bd5,0-آثارنا المنهوبة_20.pdf,16,0-آثارنا المنهوبة_20_p016_img005.png,,284.08,307.33
0-آثارنا المنهوبة_20_p017_f8383222,0-آثارنا المنهوبة_20.pdf,17,0-آثارنا المنهوبة_20_p017_img005.png,,283.8,246.82
0-آثارنا المنهوبة_20_p018_6abb85bf,0-آثارنا المنهوبة_20.pdf,18,0-آثارنا المنهوبة_20_p018_img005.png,,283.85,274.01
0-آثارنا المنهوبة_20_p019_6b4fc758,0-آثارنا المنهوبة_20.pdf,19,0-آثارنا المنهوبة_20_p019_img005.png,,284.05,294.37
0-آثارنا المنهوبة_20_p020_c52ba027,0-آثارنا المنهوبة_20.pdf,20,0-آثارنا المنهوبة_20_p020_img005.png,,284.04,268.99
0-آثارنا المنهوبة_20_p021_7fe4d473,0-آثارنا المنهوبة_20.pdf,21,0-آثارنا المنهوبة_20_p021_img005.png,,284.08,267.74
0-آثارنا المنهوبة_20_p022_baba8a54,0-آثارنا المنهوبة_20.pdf,22,0-آثارنا المنهوبة_20_p022_img005.png,,283.75,262.81
0-آثارنا المنهوبة_20_p023_2567218d,0-آثارنا المنهوبة_20.pdf,23,0-آثارنا المنهوبة_20_p023_img005.png,,283.76,247.82
0-آثارنا المنهوبة_20_p024_ce068211,0-آثارنا المنهوبة_20.pdf,24,0-آثارنا المنهوبة_20_p024_img005.png,,283.87,277.85
0-آثارنا المنهوبة_20_p025_a1fc2918,0-آثارنا المنهوبة_20.pdf,25,0-آثارنا المنهوبة_20_p025_img005.png,,284.08,262.22
0-آثارنا المنهوبة_20_p026_610bf14f,0-آثارنا المنهوبة_20.pdf,26,0-آثارنا المنهوبة_20_p026_img005.png,,283.68,266.19
0-آثارنا المنهوبة_20_p027_af3d91ae,0-آثارنا المنهوبة_20.pdf,27,0-آثارنا المنهوبة_20_p027_img005.png,,284.07,274.99
0-آثارنا المنهوبة_20_p028_9a4617ac,0-آثارنا المنهوبة_20.pdf,28,0-آثارنا المنهوبة_20_p028_img005.png,,284.06,266.91
0-آثارنا المنهوبة_20_p029_46e9a3df,0-آثارنا المنهوبة_20.pdf,29,0-آثارنا المنهوبة_20_p029_img005.png,,284.05,273.56
0-آثارنا المنهوبة_20_p030_1458be92,0-آثارنا المنهوبة_20.pdf,30,0-آثارنا المنهوبة_20_p030_img005.png,,283.86,256.8
0-آثارنا المنهوبة_20_p031_17726d68,0-آثارنا المنهوبة_20.pdf,31,0-آثارنا المنهوبة_20_p031_img005.png,,283.81,245.82
0-آثارنا المنهوبة_20_p032_f6012116,0-آثارنا المنهوبة_20.pdf,32,0-آثارنا المنهوبة_20_p032_img005.png,,283.74,249.52
0-آثارنا المنهوبة_20_p033_e55e377a,0-آثارنا المنهوبة_20.pdf,33,0-آثارنا المنهوبة_20_p033_img005.png,,283.97,267.32
0-آثارنا المنهوبة_20_p034_1d594993,0-آثارنا المنهوبة_20.pdf,34,0-آثارنا المنهوبة_20_p034_img005.png,,284.07,250.17
0-آثارنا المنهوبة_20_p035_2cbf1ee3,0-آثارنا المنهوبة_20.pdf,35,0-آثارنا المنهوبة_20_p035_img005.png,,284.05,245.1
0-آثارنا المنهوبة_20_p036_4747b1ef,0-آثارنا المنهوبة_20.pdf,36,0-آثارنا المنهوبة_20_p036_img005.png,,284.08,253.4
0-آثارنا المنهوبة_20_p037_2d4043d3,0-آثارنا المنهوبة_20.pdf,37,0-آثارنا المنهوبة_20_p037_img005.png,,284.07,278.74
0-آثارنا المنهوبة_20_p038_a18becd5,0-آثارنا المنهوبة_20.pdf,38,0-آثارنا المنهوبة_20_p038_img005.png,,284.08,273.76
0-آثارنا المنهوبة_20_p039_8d185c48,0-آثارنا المنهوبة_20.pdf,39,0-آثارنا المنهوبة_20_p039_img005.png,,284.08,240.19
0-آثارنا المنهوبة_20_p040_f8c329c1,0-آثارنا المنهوبة_20.pdf,40,0-آثارنا المنهوبة_20_p040_img005.png,,283.96,251.0
0-آثارنا المنهوبة_20_p041_ecea2d90,0-آثارنا المنهوبة_20.pdf,41,0-آثارنا المنهوبة_20_p041_img005.png,,283.91,243.72
0-آثارنا المنهوبة_20_p042_39bd1309,0-آثارنا المنهوبة_20.pdf,42,0-آثارنا المنهوبة_20_p042_img005.png,,283.79,248.37
0-آثارنا المنهوبة_20_p043_9bbf2b5f,0-آثارنا المنهوبة_20.pdf,43,0-آثارنا المنهوبة_20_p043_img005.png,,287.05,328.85
0-آثارنا المنهوبة_20_p044_2e039779,0-آثارنا المنهوبة_20.pdf,44,0-آثارنا المنهوبة_20_p044_img005.png,,284.8,360.66
0-آثارنا المنهوبة_20_p045_9156a25d,0-آثارنا المنهوبة_20.pdf,45,0-آثارنا المنهوبة_20_p045_img005.png,,284.07,349.54
0-آثارنا المنهوبة_20_p046_462aae8f,0-آثارنا المنهوبة_20.pdf,46,0-آثارنا المنهوبة_20_p046_img005.png,,283.97,332.05
0-آثارنا المنهوبة_20_p047_939f11c5,0-آثارنا المنهوبة_20.pdf,47,0-آثارنا المنهوبة_20_p047_img005.png,,283.97,365.84
0-آثارنا المنهوبة_20_p048_5801f2d6,0-آثارنا المنهوبة_20.pdf,48,0-آثارنا المنهوبة_20_p048_img005.png,,283.97,362.96
0-آثارنا المنهوبة_20_p049_701e2dca,0-آثارنا المنهوبة_20.pdf,49,0-آثارنا المنهوبة_20_p049_img005.png,,284.07,354.54
0-آثارنا المنهوبة_20_p050_a1da5613,0-آثارنا المنهوبة_20.pdf,50,0-آثارنا المنهوبة_20_p050_img005.png,,283.97,361.54
0-آثارنا المنهوبة_20_p051_1c6be826,0-آثارنا المنهوبة_20.pdf,51,0-آثارنا المنهوبة_20_p051_img005.png,,283.97,335.8
0-آثارنا المنهوبة_20_p052_0d4b862d,0-آثارنا المنهوبة_20.pdf,52,0-آثارنا المنهوبة_20_p052_img005.png,,283.97,364.76
0-آثارنا المنهوبة_20_p053_8f5c36d0,0-آثارنا المنهوبة_20.pdf,53,0-آثارنا المنهوبة_20_p053_img005.png,,283.97,362.24
0-آثارنا المنهوبة_20_p054_c3a12094,0-آثارنا المنهوبة_20.pdf,54,0-آثارنا المنهوبة_20_p054_img005.png,,284.08,360.49
0-آثارنا المنهوبة_20_p055_e3050ce4,0-آثارنا المنهوبة_20.pdf,55,0-آثارنا المنهوبة_20_p055_img005.png,,283.97,363.09
0-آثارنا المنهوبة_20_p056_7a103575,0-آثارنا المنهوبة_20.pdf,56,0-آثارنا المنهوبة_20_p056_img005.png,,283.97,332.3
0-آثارنا المنهوبة_20_p057_db7a58e9,0-آثارنا المنهوبة_20.pdf,57,0-آثارنا المنهوبة_20_p057_img005.png,,283.97,359.74
0-آثارنا المنهوبة_20_p058_93df077b,0-آثارنا المنهوبة_20.pdf,58,0-آثارنا المنهوبة_20_p058_img005.png,,283.97,332.93
0-آثارنا المنهوبة_20_p059_c69cf0b5,0-آثارنا المنهوبة_20.pdf,59,0-آثارنا المنهوبة_20_p059_img005.png,,283.97,334.93
0-آثارنا المنهوبة_20_p060_ec3b4cfe,0-آثارنا المنهوبة_20.pdf,60,0-آثارنا المنهوبة_20_p060_img005.png,,284.08,360.82
0-آثارنا المنهوبة_20_p061_b091d692,0-آثارنا المنهوبة_20.pdf,61,0-آثارنا المنهوبة_20_p061_img005.png,,283.97,365.16
0-آثارنا المنهوبة_20_p062_cc8d1539,0-آثارنا المنهوبة_20.pdf,62,0-آثارنا المنهوبة_20_p062_img005.png,,284.07,366.73
0-آثارنا المنهوبة_20_p063_d206ca8a,0-آثارنا المنهوبة_20.pdf,63,0-آثارنا المنهوبة_20_p063_img005.png,,283.97,335.5
0-آثارنا المنهوبة_20_p064_cee55f67,0-آثارنا المنهوبة_20.pdf,64,0-آثارنا المنهوبة_20_p064_img005.png,,283.97,334.15
0-آثارنا المنهوبة_20_p065_9590a362,0-آثارنا المنهوبة_20.pdf,65,0-آثارنا المنهوبة_20_p065_img005.png,,283.95,349.78
0-آثارنا المنهوبة_20_p066_616d9231,0-آثارنا المنهوبة_20.pdf,66,0-آثارنا المنهوبة_20_p066_img005.png,,283.82,356.67
0-آثارنا المنهوبة_20_p067_20f0c8ed,0-آثارنا المنهوبة_20.pdf,67,0-آثارنا المنهوبة_20_p067_img005.png,,284.08,318.47
0-آثارنا المنهوبة_20_p068_11108105,0-آثارنا المنهوبة_20.pdf,68,0-آثارنا المنهوبة_20_p068_img005.png,,284.07,317.22
0-آثارنا المنهوبة_20_p069_c5cf4c7d,0-آثارنا المنهوبة_20.pdf,69,0-آثارنا المنهوبة_20_p069_img005.png,,284.07,326.3
0-آثارنا المنهوبة_20_p070_2d4a4bb4,0-آثارنا المنهوبة_20.pdf,70,0-آثارنا المنهوبة_20_p070_img005.png,,283.95,318.77
0-آثارنا المنهوبة_20_p071_2e1902b5,0-آثارنا المنهوبة_20.pdf,71,0-آثارنا المنهوبة_20_p071_img005.png,,284.08,306.27
0-آثارنا المنهوبة_20_p072_779c119b,0-آثارنا المنهوبة_20.pdf,72,0-آثارنا المنهوبة_20_p072_img005.png,,284.07,313.77
0-آثارنا المنهوبة_20_p073_f69476db,0-آثارنا المنهوبة_20.pdf,73,0-آثارنا المنهوبة_20_p073_img005.png,,283.7,323.17
0-آثارنا المنهوبة_20_p074_81b6bda4,0-آثارنا المنهوبة_20.pdf,74,0-آثارنا المنهوبة_20_p074_img005.png,,284.07,356.67
0-آثارنا المنهوبة_5_p001_6d116178,0-آثارنا المنهوبة_5.pdf,1,0-آثارنا المنهوبة_5_p001_img004.png,,320.85,220.46
0-آثارنا المنهوبة_5_p001_9cc546a5,0-آثارنا المنهوبة_5.pdf,1,0-آثارنا المنهوبة_5_p001_img003.png,,311.15,561.33
0-آثارنا المنهوبة_5_p002_ff306543,0-آثارنا المنهوبة_5.pdf,2,0-آثارنا المنهوبة_5_p002_img003.png,,308.25,572.12
0-آثارنا المنهوبة_5_p002_883e543c,0-آثارنا المنهوبة_5.pdf,2,0-آثارنا المنهوبة_5_p002_img004.png,,309.95,220.53
0-آثارنا المنهوبة_5_p003_5f667732,0-آثارنا المنهوبة_5.pdf,3,0-آثارنا المنهوبة_5_p003_img003.png,,308.1,216.47
0-آثارنا المنهوبة_5_p003_0a6629b7,0-آثارنا المنهوبة_5.pdf,3,0-آثارنا المنهوبة_5_p003_img004.png,,299.53,570.25
0-آثارنا المنهوبة_5_p004_a120f029,0-آثارنا المنهوبة_5.pdf,4,0-آثارنا المنهوبة_5_p004_img003.png,,317.48,210.65
0-آثارنا المنهوبة_5_p004_b5ff189c,0-آثارنا المنهوبة_5.pdf,4,0-آثارنا المنهوبة_5_p004_img004.png,,296.08,573.99
0-آثارنا المنهوبة_5_p005_882c4e9e,0-آثارنا المنهوبة_5.pdf,5,0-آثارنا المنهوبة_5_p005_img003.png,,298.45,221.98
0-آثارنا المنهوبة_5_p005_a2429582,0-آثارنا المنهوبة_5.pdf,5,0-آثارنا المنهوبة_5_p005_img004.png,,284.36,694.54
0-آثارنا المنهوبة_5_p006_818e1ef4,0-آثارنا المنهوبة_5.pdf,6,0-آثارنا المنهوبة_5_p006_img004.png,,306.82,214.33
0-آثارنا المنهوبة_5_p006_95a38b81,0-آثارنا المنهوبة_5.pdf,6,0-آثارنا المنهوبة_5_p006_img003.png,,227.62,566.99
0-آثارنا المنهوبة_5_p007_764a5e88,0-آثارنا المنهوبة_5.pdf,7,0-آثارنا المنهوبة_5_p007_img003.png,,265.0,549.1
0-آثارنا المنهوبة_5_p007_712e95bc,0-آثارنا المنهوبة_5.pdf,7,0-آثارنا المنهوبة_5_p007_img004.png,,284.23,198.47
0-آثارنا المنهوبة_5_p008_3ad06fef,0-آثارنا المنهوبة_5.pdf,8,0-آثارنا المنهوبة_5_p008_img003.png,,279.49,207.65
0-آثارنا المنهوبة_5_p008_678e2b28,0-آثارنا المنهوبة_5.pdf,8,0-آثارنا المنهوبة_5_p008_img004.png,,300.49,625.86
0-آثارنا المنهوبة_5_p009_e7a20612,0-آثارنا المنهوبة_5.pdf,9,0-آثارنا المنهوبة_5_p009_img003.png,,298.5,169.7
0-آثارنا المنهوبة_5_p009_16162ad0,0-آثارنا المنهوبة_5.pdf,9,0-آثارنا المنهوبة_5_p009_img004.png,,290.99,492.79
0-آثارنا المنهوبة_24_p001_1a027ca7,0-آثارنا المنهوبة_24.pdf,1,0-آثارنا المنهوبة_24_p001_img005.png,,301.0,300.8
0-آثارنا المنهوبة_24_p002_877d0284,0-آثارنا المنهوبة_24.pdf,2,0-آثارنا المنهوبة_24_p002_img005.png,,318.22,301.65
0-آثارنا المنهوبة_24_p003_3f04e8a1,0-آثارنا المنهوبة_24.pdf,3,0-آثارنا المنهوبة_24_p003_img005.png,,302.55,270.25
0-آثارنا المنهوبة_24_p004_65aa4182,0-آثارنا المنهوبة_24.pdf,4,0-آثارنا المنهوبة_24_p004_img005.png,,291.17,298.42
0-آثارنا المنهوبة_24_p005_e62328cc,0-آثارنا المنهوبة_24.pdf,5,0-آثارنا المنهوبة_24_p005_img005.png,,303.75,272.85
0-آثارنا المنهوبة_24_p006_cd8130f4,0-آثارنا المنهوبة_24.pdf,6,0-آثارنا المنهوبة_24_p006_img005.png,,315.32,279.25
0-آثارنا المنهوبة_24_p007_0c303a56,0-آثارنا المنهوبة_24.pdf,7,0-آثارنا المنهوبة_24_p007_img005.png,,300.0,308.77
0-آثارنا المنهوبة_24_p008_b3bbc2a1,0-آثارنا المنهوبة_24.pdf,8,0-آثارنا المنهوبة_24_p008_img005.png,,323.22,300.3
0-آثارنا المنهوبة_24_p009_3635c14a,0-آثارنا المنهوبة_24.pdf,9,0-آثارنا المنهوبة_24_p009_img005.png,,308.35,305.8
0-آثارنا المنهوبة_24_p010_c5fd48bc,0-آثارنا المنهوبة_24.pdf,10,0-آثارنا المنهوبة_24_p010_img005.png,,303.25,280.42
0-آثارنا المنهوبة_24_p011_b3954a01,0-آثارنا المنهوبة_24.pdf,11,0-آثارنا المنهوبة_24_p011_img005.png,,296.44,246.42
