artifact_id;lien_ok;text_for_matching;text_for_matching_web;web_text_len
0-آثارنا المنهوبة_20_p039_8d185c48;https://n9.cl/45z74;9  (8 0.54 ) ebay An old Yemeni coin. An old Yemeni coin on one of its faces, which appears to be an expression of the owl bird and with some indiscretionary insignia, the other appears to contain a human face. Metal. Late 4th century, mid-second century, before the miles. (8 mm, 0.54 cm) ebay;Whether you're sharing links on social media, in marketing campaigns, or elsewhere, these tools can help you manage and track your links more effectively while maintaining the trust of your users. Benefits of Using a URL Shortener with HTTPS Security: With HTTPS, any data transmitted through the shortened URL is encrypted, providing an additional layer of security for your users. How to Use n9.cl for URL Shortening To shorten a URL with n9.cl , simply paste your long URL into the input box on their website, and the tool will generate a shorter version for you. A URL (Uniform Resource Locator) is the address of a specific webpage or resource on the internet, while a link is a reference to that URL embedded in text, images, or other content. Analytics: Both n9.cl offer detailed analytics, allowing you to track clicks, geographical data, and other important metrics to optimize your marketing strategies. Conclusion Using a URL shortener with HTTPS, such as n9.cl , provides numerous benefits, including enhanced security, detailed analytics, and improved SEO. Branding: Customize your shortened URLs to reflect your brand, making them more memorable and reinforcing your brand identity across platforms. It encrypts data between your browser and the server, ensuring that sensitive information cannot be intercepted or tampered with by attackers.;1356
0-آثارنا المنهوبة_20_p040_f8c329c1;https://n9.cl/45z74;0 - 6 0.43 ebay An old Yemeni coin. An old Yemeni coin on one of its faces, which seems to be an expression of the owl bird, with some indiscretionary inklings, but the other face is sealed. Metal. Late 4th century, mid-second century, before the miles. 6 millimeters, 0.43 grams ebay;Whether you're sharing links on social media, in marketing campaigns, or elsewhere, these tools can help you manage and track your links more effectively while maintaining the trust of your users. Benefits of Using a URL Shortener with HTTPS Security: With HTTPS, any data transmitted through the shortened URL is encrypted, providing an additional layer of security for your users. How to Use n9.cl for URL Shortening To shorten a URL with n9.cl , simply paste your long URL into the input box on their website, and the tool will generate a shorter version for you. A URL (Uniform Resource Locator) is the address of a specific webpage or resource on the internet, while a link is a reference to that URL embedded in text, images, or other content. Analytics: Both n9.cl offer detailed analytics, allowing you to track clicks, geographical data, and other important metrics to optimize your marketing strategies. Conclusion Using a URL shortener with HTTPS, such as n9.cl , provides numerous benefits, including enhanced security, detailed analytics, and improved SEO. Branding: Customize your shortened URLs to reflect your brand, making them more memorable and reinforcing your brand identity across platforms. It encrypts data between your browser and the server, ensuring that sensitive information cannot be intercepted or tampered with by attackers.;1356
0-آثارنا المنهوبة_20_p041_ecea2d90;https://n9.cl/45z74;1  12 1.09 ebay An old Yemeni coin. An old Yemeni coin, on one face, is an expression of the owl bird, on the other, it seems to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. 12 mm, 1.09 g;Whether you're sharing links on social media, in marketing campaigns, or elsewhere, these tools can help you manage and track your links more effectively while maintaining the trust of your users. Benefits of Using a URL Shortener with HTTPS Security: With HTTPS, any data transmitted through the shortened URL is encrypted, providing an additional layer of security for your users. How to Use n9.cl for URL Shortening To shorten a URL with n9.cl , simply paste your long URL into the input box on their website, and the tool will generate a shorter version for you. A URL (Uniform Resource Locator) is the address of a specific webpage or resource on the internet, while a link is a reference to that URL embedded in text, images, or other content. Analytics: Both n9.cl offer detailed analytics, allowing you to track clicks, geographical data, and other important metrics to optimize your marketing strategies. Conclusion Using a URL shortener with HTTPS, such as n9.cl , provides numerous benefits, including enhanced security, detailed analytics, and improved SEO. Branding: Customize your shortened URLs to reflect your brand, making them more memorable and reinforcing your brand identity across platforms. It encrypts data between your browser and the server, ensuring that sensitive information cannot be intercepted or tampered with by attackers.;1356
0-آثارنا المنهوبة_20_p042_39bd1309;https://n9.cl/45z74;2  (8 0.52 ) ebay An old Yemeni coin. An old Yemeni coin, on one face, is an expression of the owl bird, on the other, it seems to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. (8 mm, 0.52 cm);Whether you're sharing links on social media, in marketing campaigns, or elsewhere, these tools can help you manage and track your links more effectively while maintaining the trust of your users. Benefits of Using a URL Shortener with HTTPS Security: With HTTPS, any data transmitted through the shortened URL is encrypted, providing an additional layer of security for your users. How to Use n9.cl for URL Shortening To shorten a URL with n9.cl , simply paste your long URL into the input box on their website, and the tool will generate a shorter version for you. A URL (Uniform Resource Locator) is the address of a specific webpage or resource on the internet, while a link is a reference to that URL embedded in text, images, or other content. Analytics: Both n9.cl offer detailed analytics, allowing you to track clicks, geographical data, and other important metrics to optimize your marketing strategies. Conclusion Using a URL shortener with HTTPS, such as n9.cl , provides numerous benefits, including enhanced security, detailed analytics, and improved SEO. Branding: Customize your shortened URLs to reflect your brand, making them more memorable and reinforcing your brand identity across platforms. It encrypts data between your browser and the server, ensuring that sensitive information cannot be intercepted or tampered with by attackers.;1356
0-آثارنا المنهوبة_20_p043_9bbf2b5f;https://www.ebay.com;3 1321 - 1363 ebay A Muslim coin, a messenger. An indistinct, anonymous, Islamic Yemeni coin with an archaeology in it. Silver. 1321 - 1363 m Indistinct. ebay Bad.;;0
0-آثارنا المنهوبة_20_p044_2e039779;https://www.ebay.com;4 1321 - 1363 ebay : A Muslim coin, a messenger. A Muslim Yemeni coin, a messenger, obliterated, inspired by an indistinct Islamic rich writing. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom;;0
0-آثارنا المنهوبة_20_p045_9156a25d;https://www.ebay.com;5 )( 1321 - 1363 ebay A Muslim coin, a messenger. An Islamic Yemeni coin, a messenger... . ..brings in an Islamic antique. Silver. 1321 - 1363 m ebay Very good.;;0
0-آثارنا المنهوبة_20_p046_462aae8f;https://www.ebay.com;6 )( 1321 - 1363 ebay A Muslim coin, a messenger. A Muslim coin, a messenger... ..turned on it clear Islamic archaeological books. Silver. 1321 - 1363 m ebay Very good.;;0
0-آثارنا المنهوبة_20_p047_939f11c5;https://www.ebay.com;7 .  1321 - 1363 ebay : A Muslim coin, a messenger. A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom;;0
0-آثارنا المنهوبة_20_p048_5801f2d6;https://www.ebay.com;8 .)( 1321 - 1363 ebay A Muslim coin, a messenger. A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good.;;0
0-آثارنا المنهوبة_20_p049_701e2dca;https://www.ebay.com;9 .)( 1321 - 1363 ebay : Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom;;0
0-آثارنا المنهوبة_20_p050_a1da5613;https://www.ebay.com;0 .)( 1321 - 1363 ebay : Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom;;0
0-آثارنا المنهوبة_20_p051_1c6be826;https://www.ebay.com;1 .)( 1321 - 1363 ebay : A Muslim coin, a messenger. A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom;;0
0-آثارنا المنهوبة_20_p052_0d4b862d;https://www.ebay.com;2 .)( 1321 - 1363 ebay . Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. The location of the piece is the United Kingdom.;;0
0-آثارنا المنهوبة_20_p053_8f5c36d0;https://www.ebay.com;3 .)( 1321 - 1363 ebay : A Muslim Yemeni coin, a messenger. A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom;;0
0-آثارنا المنهوبة_20_p054_c3a12094;https://www.ebay.com;4 .)( 1321 - 1363 ebay : A Muslim Yemeni coin, a messenger. A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom;;0
0-آثارنا المنهوبة_20_p055_e3050ce4;https://www.ebay.com;5  1321 - 1363 ebay : A Muslim Yemeni coin, a messenger. A Muslim Yemeni coin, a messenger (Durham) Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom;;0
0-آثارنا المنهوبة_20_p056_7a103575;https://www.ebay.com;6 .)( 1321 - 1363 ebay : Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom;;0
0-آثارنا المنهوبة_20_p057_db7a58e9;https://www.ebay.com;7  1321 - 1363 ebay : A Muslim Yemeni coin, a messenger. A Muslim Yemeni coin, a messenger (Durham) Silver. 1321 - 1363 m ebay Bad. Location of the piece: United Kingdom;;0
0-آثارنا المنهوبة_20_p058_93df077b;https://www.ebay.com;8 .)( 1321 - 1363 ebay : Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom;;0
0-آثارنا المنهوبة_20_p059_c69cf0b5;https://www.ebay.com;9 .)( 1321 - 1363 ebay : Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom;;0
0-آثارنا المنهوبة_20_p060_ec3b4cfe;https://www.ebay.com;0 .)( 1321 - 1363 ebay : Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom;;0
0-آثارنا المنهوبة_20_p061_b091d692;https://www.ebay.com;1 .)( 1321 - 1363 ebay : Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom;;0
0-آثارنا المنهوبة_20_p062_cc8d1539;https://www.ebay.com;2 .)( 1321 - 1363 ebay : Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom;;0
0-آثارنا المنهوبة_20_p063_d206ca8a;https://www.ebay.com;3  1321 - 1363 ebay Currency A Muslim Yemeni coin. A messenger, Dreham. Silver. 1321 - 1363 m ebay Good.;;0
0-آثارنا المنهوبة_20_p064_cee55f67;https://www.ebay.com;4  1321 - 1363 ebay Currency A Muslim Yemeni coin, a messenger (Durham) Silver. 1321 - 1363 m ebay Good.;;0
0-آثارنا المنهوبة_20_p065_9590a362;https://www.ebay.com;5 . 500 ebay Two camels. The statue of two camels of marble is clear-cut, salty in shape, bouncing on a rectangular base. A marble stone. 500 before the miles. ebay Excellent.;;0
0-آثارنا المنهوبة_20_p066_616d9231;https://www.ebay.com;6 . ebay A tombstone. A rectangular tomb witness, carved above the face of the deceased and below his name is A, S, T. Jerry's Stone. First century BC ebay Good.;;0
0-آثارنا المنهوبة_20_p067_20f0c8ed;https://www.ebay.com;7 . ebay Gold earring. A golden earring made up of four distinct parallel spherical sub-crews, mediated by a fifth bulge with decorations on it. Gold. ebay Good.;;0
0-آثارنا المنهوبة_20_p068_11108105;https://www.ebay.com;8 . ebay An earring. A golden earring of a semicircle ring, one of whose limbs ends with prominent spherical feces. Gold. ebay Very good.;;0
0-آثارنا المنهوبة_20_p069_c5cf4c7d;https://www.ebay.com;9 ebay A necklace. A necklace with a hunch like a horse ends up with little rings. Gold. ebay Good.;;0
0-آثارنا المنهوبة_20_p070_2d4a4bb4;https://www.ebay.com;0 . ebay An earring. A round-shaped gold earring, one of its limbs ends up with little granules, sticking to the earrings in circular forms surrounded by granules. Gold. ebay;;0
0-آثارنا المنهوبة_20_p071_2e1902b5;https://www.ebay.com;1 . ebay A necklace. A necklace comment went round, down four prominent spherical bumps, and down a cylindrical piece of shape. Gold. ebay;;0
0-آثارنا المنهوبة_20_p072_779c119b;https://www.ebay.com;2 . ebay Gold piece. A gold piece, like a rich-shaped piece of geometric crawl in the form of a long and round beet. Gold. ebay Good.;;0
0-آثارنا المنهوبة_20_p073_f69476db;https://www.ebay.com;3 . ebay A tombstone. A rectangular tomb witness, carved above the face of the deceased and below his name is H.H.M. Jerry's Stone. ebay Good.;;0
0-آثارنا المنهوبة_20_p074_81b6bda4;https://www.ebay.com;4 ebay Amulet. A muzzle of marble to a man with the eyes of a limestone, a skinny mouth, and a nose waving with a carved line that determines his chest from his body. A marble stone. ebay Good.;;0
0-آثارنا المنهوبة_5_p001_6d116178;https://www.pba-auctions.com/en/lot/10456/2145499?offset=250;,  13,5 1 A statue of a standing man. A statue of a man standing in a state of motion, a clear face, a muzzle, a hair, a wrinkle, a sailor, a coal, a swarm, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boob, a boo, a boo, a boo, a boo, a b Bronze. Second century before Miled, southern Arabian Peninsula (old Yemen) 13.5 centimeters long. Pierre Berg and Company Missing. Photo number one.;Lot n° 290 Go to lot Estimation : 8000 - 9000 EUR Orient - Lot 290 Orient Statuette votive représentant un dignitaire debout, vêtu d'un long pagne, tenant de la main gauche une longue canne. Sale information - Archéologie ARCHÉOLOGIE Expositions publiques : Drouot Montaigne Mardi 29 novembre 2011 de 15 heures à 20 heures Mercredi 30 novembre 2011 de 11 heures à 20 heures TÉLÉPHONE PENDANT L'EXPOSITION PUBLIQUE ET LA VENTE: +33 (0)1 48 00 20 91/92 Experts : CHRISTOPHE KUNICKI T: +33 (0)1 43 25 84 34 c.kunicki@orange.fr Sales conditions - Archéologie CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES My orders Sale information Sales conditions Return to catalogue H_13,5 cm South Arabian bronze votive statuette figuring a standing dignitary. Sa coiffure est formée de courtes mèches.;793
0-آثارنا المنهوبة_5_p001_9cc546a5;https://www.pba-auctions.com/en/lot/10456/2145504?offset=250&;",  27,5 2 A man's tombstone. He saw a man's tomb, and he showed the muzzle-eyed two-eyed Lozzie Tann, a prominent vagina, and a small mouth with a strand underneath, with the rest of the letter ""N"" in the ALLL line of the deceased's name. A marble stone. Latest LOL, south of the Arabian Peninsula (old Yemen) 27.5 centimeters long. Yip Yerei Berg and Company Missing. Photo number two.";Sale information - Archéologie ARCHÉOLOGIE Expositions publiques : Drouot Montaigne Mardi 29 novembre 2011 de 15 heures à 20 heures Mercredi 30 novembre 2011 de 11 heures à 20 heures TÉLÉPHONE PENDANT L'EXPOSITION PUBLIQUE ET LA VENTE: +33 (0)1 48 00 20 91/92 Experts : CHRISTOPHE KUNICKI T: +33 (0)1 43 25 84 34 c.kunicki@orange.fr Sales conditions - Archéologie CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES My orders Sale information Sales conditions Return to catalogue Lot n° 295 Go to lot Estimation : 2000 - 3000 EUR Result without fees Result : 2 500EUR Orient - Lot 295 Orient Stèle iconique. H_27,5 cm South Arabian alabaster stelae. Fragment de stèle sculptée d'un visage de face stylisé, présentant un long nez droit et des yeux creux originellement incrustés. À la base, reste d'une inscription sudarabique gravée: nom du propriétaire. Péninsule sudarabique, fin du Ier millénaire av.;905
0-آثارنا المنهوبة_5_p002_ff306543;https://www.pbaons.com/lot/10456/2145493?refurl=Groupe+aux+trois+personnages.+Rare+statuette+sculpt%C3%A9e+d%27une+femme%2C+probablement+aucti;. ( / ) 9 3 Human and animal statues. Three human statues embodying perhaps the Queen's personality and her guards, a woman in the middle of a large, clear-cut, salty side by side, two small statues, clear-cut, salty, all standing on a stone base on the head of a rectangular, rectangular cube with two small statues and two standings of an unclear, salty animal, everyone forming a plaque. Jerry's Stone. Centurion WLC (South Arabian Peninsula/Old Yemen) Nine centimeters long.;;0
0-آثارنا المنهوبة_5_p002_883e543c;https://www.pba-auctions.com/lot/15546/2983798?refurl=T%C3%8ATE+ICONIQUE.+Elle+repr%C3%A9sente+un+homme+%C3%A0+la+coiffure+courte+d%C3%A9gageant+les+oreilles.+Le+visage+trian;- . ( / ) 12,5 4 12,5 4 #NOM? The head of a statue of a man with a long neck is a clear, salty tombstone, hairdresser, high eyebrows, eyes of Luzitan were two restaurants, nose is prominent, mouth is small. Marblestone.;Informations sur la vente - Archéologie Archéologie Expositions publiques: Mardi 28 mai 2013 de 11 heures à 18 heures Mercredi 29 mai de 11 heures à 12 heures Tuesday 28th, 2013 from 11:00 am to 6:00 pm Wednesday 29th from 11:00 am to 12:00 pm Téléphone pendant l’exposition publique: Contact during viewings: Tél.: +33 (0)1 48 00 20 01 Experts: Christophe Kunicki Tél.: + 33 (0)1 43 25 84 34 c.kunicki@orange.fr Conditions de vente - Archéologie CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES Mes ordres d'achat Informations sur la vente Conditions de vente Retourner au catalogue Lot n° 191 Aller au lot Estimation : 5000 - 6000 EUR Résultats sans frais Résultat : 4 500EUR TÊTE ICONIQUE. H_12,5 cm Ces têtes de petite dimension étaient généralement fichées sur des socles de calcaire inscrits du nom du propriétaire. Elle représente un homme à la coiffure courte - Lot 191 TÊTE ICONIQUE. Un collier de barbe en léger relief remonte jusqu'aux oreilles. Le visage triangulaire présente un nez long et fin surmontant une courte bouche. Elle représente un homme à la coiffure courte dégageant les oreilles. Au pays de la reine de Saba, catalogue d'exposition, Paris, 1997, p.;1181
0-آثارنا المنهوبة_5_p003_5f667732;https://www.pba-auctions.com/lot/12242/2420206?npp=20&;,  22 A man's head-shaped grave. A tombstone head with a short neck, a clear head, a hint, a haircut, eyebrows, two lizards, two restaurants, a high-profile nose, and a shut mouth. The polished marble stone. The Horn of the Arab Peninsula (old Yemen) 22 centimeters long. Pierre Berge &apos;H_22 cm South Arabian alabaster and limestone stelae. Informations sur la vente - Archéologie Archéologie Expositions publiques: Drouot-Richelieu - Salle 1 Mercredi 30 et Jeudi 31 Mai de 11 heures à 18 heures Vendredi 1er Juin de 11 heures à 12 heures Téléphone pendant l'exposition publique: +33 (0)1 48 00 20 01 Experts: Christophe Kunicki T. Lot n° 190 Aller au lot Estimation : 3000 - 4000 EUR Résultats sans frais Résultat : 13 000EUR Stèle iconique. +33 (0)1 43 25 84 34 c.kunicki@orange.fr Conditions de vente - Archéologie CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES Mes ordres d'achat Informations sur la vente Conditions de vente Retourner au catalogue Elle représente un visage de face, le nez tr - Lot 190 Stèle iconique. Elle représente un visage de face, le nez triangulaire surmontant une fine bouche.;826
0-آثارنا المنهوبة_5_p003_0a6629b7;https://www.pba-auctions.com/en/lot/10456/2145496?offset=250&;) ( 10 A statue. A statue of two adjoining lizards connected to the tail and even the salt in motion. The bronze. A, L, L. Almost 10 centimeters in diameter. Pierre Berge &apos;Sale information - Archéologie ARCHÉOLOGIE Expositions publiques : Drouot Montaigne Mardi 29 novembre 2011 de 15 heures à 20 heures Mercredi 30 novembre 2011 de 11 heures à 20 heures TÉLÉPHONE PENDANT L'EXPOSITION PUBLIQUE ET LA VENTE: +33 (0)1 48 00 20 91/92 Experts : CHRISTOPHE KUNICKI T: +33 (0)1 43 25 84 34 c.kunicki@orange.fr Sales conditions - Archéologie CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES My orders Sale information Sales conditions Return to catalogue Lot n° 287 Go to lot Estimation : 1000 - 1200 EUR Orient - Lot 287 Orient Figurine représentant deux lézards côte à côte en vue aérienne. L_6,2 cm South Arabian bronze figurine depicting two lizards. Péninsule sudarabique, Ier millénaire av.;723
0-آثارنا المنهوبة_5_p004_a120f029;https://www.pba-auctions.com/lot/12242/2420208?npp=20&;– , : ǀ -  28 23 A palette with drawings on it. Sculpture wiped all the way down the edges of the border of Nakran, carved over the deserts of Adamah, a blush of two seams, an avalanche of the seating position, one raising her hand to the top of the beard while the last one bounding it and wiping it, as a love of a three-line inscription on the anthem line: NFS, NBYR, BAT, BA, B, The boltstone. 2nd century AD - southern Arabian Peninsula (old Yemen) 28 cm high and 23 cm wide Pierre Berge &apos;"H_28 cm L_23,2 cm South Arabian alabaster stelae depicting a man and a woman. Informations sur la vente - Archéologie Archéologie Expositions publiques: Drouot-Richelieu - Salle 1 Mercredi 30 et Jeudi 31 Mai de 11 heures à 18 heures Vendredi 1er Juin de 11 heures à 12 heures Téléphone pendant l'exposition publique: +33 (0)1 48 00 20 01 Experts: Christophe Kunicki T. Lot n° 192 Aller au lot Estimation : 4000 - 5000 EUR Résultats sans frais Résultat : 3 500EUR Stèle historiée. +33 (0)1 43 25 84 34 c.kunicki@orange.fr Conditions de vente - Archéologie CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES Mes ordres d'achat Informations sur la vente Conditions de vente Retourner au catalogue Le sommet présente une inscription de trois lignes: ""Stèle sépulcrale et monument de Ratum";
0-آثارنا المنهوبة_5_p004_b5ff189c;https://www.pba-auctions.com/lot/12242/2420207?npp=20&; 20 The head of a statue. The head of a statue of a man who is clear, the salt of the face-shaped neighborhood, the eyes are clear. Jerry's Stone. Third century B.C.E. South of the Arabian Peninsula (old Yemen) Almost 20 centimeters high. Pierre Berge &apos;Informations sur la vente - Archéologie Archéologie Expositions publiques: Drouot-Richelieu - Salle 1 Mercredi 30 et Jeudi 31 Mai de 11 heures à 18 heures Vendredi 1er Juin de 11 heures à 12 heures Téléphone pendant l'exposition publique: +33 (0)1 48 00 20 01 Experts: Christophe Kunicki T. Lot n° 191 Aller au lot Estimation : 4000 - 5000 EUR Résultats sans frais Résultat : 14 000EUR Tête d'homme. Tête de statue représentant un homme, l'arête - Lot 191 Tête d'homme. +33 (0)1 43 25 84 34 c.kunicki@orange.fr Conditions de vente - Archéologie CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES Mes ordres d'achat Informations sur la vente Conditions de vente Retourner au catalogue H_14 cm South Arabian alabaster head of a man. Tête de statue représentant un homme, l'arête du nez se poursuivant par les sourcils, la pupille des yeux gravée. La barbe et la moustache sont figurées par un piquetage. La coiffure, probablement en stuc, était rapportée.;956
0-آثارنا المنهوبة_5_p005_882c4e9e;https://www.pba-auctions.com/lot/7974/1617601?refurl=Stèle;:   36 Stone bone. A plaque of polished marble has a base of the same stone rectangular with five letters in it: A click and HBL. Marblestone. Horn A and Miledi - Southern Arabian Peninsula (old Yemen) 36 cm high. Pierre Berge &apos;Lot n° 178 Aller au lot Estimation : 3000 - 4000 EUR Résultats sans frais Résultat : 3 800EUR Stèle aniconique de forme légèrement trapézoïdale, arrondie - Lot 178 Stèle aniconique de forme légèrement trapézoïdale, arrondie au sommet, présentant une plinthe rectangulaire gravée du nom du propriétaire. Informations sur la vente - Archéologie ARCHÉOLOGIE Expositions publiques : Vendredi 3 décembre 2010 de 15 heures à 19 heures Samedi 4 décembre 2010 de 11 heures à 20 heures TÉLÉPHONE PENDANT LES EXPOSITIONS ET LA VENTE +33 (0)1 48 00 20 91 / 92 Experts : ARCHÉOLOGIE Christophe Kunicki Tél. H_41,5 cm L_24 cm South Arabian alabaster stela. +33 (0)1 43 25 84 34 c.kunicki@orange.fr Conditions de vente - Archéologie CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES Mes ordres d'achat Informations sur la vente Conditions de vente Retourner au catalogue Bibliographie comparative : Yémen, au pays de la reine de Saba, catalogue d'exposition, Paris, 1997, p. Ces stèles étaient placées dans une niche ou contre un mur.;1024
0-آثارنا المنهوبة_5_p006_818e1ef4;https://www.pba-auctions.com/lot/12242/2420205?npp=2;, -  18 11 A tombstone. Watch the tomb of the cylindrical shape, clear-cut, salty, two-eyed, pierced, and the mouth is a small, inexhaustible incision that has a unique character in making gravestones. Marblestone. Centurion A.L.L.C. South of the Arabian Peninsula (old Yemen) 18 cm high. An offer for sale at Pierre Berge's House and Company. Missing. Photo number 11.;Lot n° 189 Aller au lot Estimation : 2000 - 2500 EUR Résultats sans frais Résultat : 5 000EUR Figure iconique cylindrique, le sommet sculpté d'un visage s - Lot 189 Figure iconique cylindrique, le sommet sculpté d'un visage stylisé, la bouche marquée par une incision. Informations sur la vente - Archéologie Archéologie Expositions publiques: Drouot-Richelieu - Salle 1 Mercredi 30 et Jeudi 31 Mai de 11 heures à 18 heures Vendredi 1er Juin de 11 heures à 12 heures Téléphone pendant l'exposition publique: +33 (0)1 48 00 20 01 Experts: Christophe Kunicki T. +33 (0)1 43 25 84 34 c.kunicki@orange.fr Conditions de vente - Archéologie CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES Mes ordres d'achat Informations sur la vente Conditions de vente Retourner au catalogue Ces figurines étaient généralement fichées sur des socles inscrits.;844
0-آثارنا المنهوبة_5_p006_95a38b81;https://www.pba-auctions.com/en/lot/10456/2145491?offset=250;-  32,5 12 An animal statue and a bug. A statue of an animal, and it's obvious what a glimpse of big horns wrapped up on a rectangular base of the same substance. Jerry's Stone. 5th century B.C.E. South of the Arabian Peninsula (old Yemen) 32.5 centimeter;Lot n° 282 Go to lot Estimation : 5000 - 6000 EUR Result without fees Result : 10 625EUR Orient - Lot 282 Orient Statuette représentant un ibex sur une base quadrangulaire, les cornes très développées. Sale information - Archéologie ARCHÉOLOGIE Expositions publiques : Drouot Montaigne Mardi 29 novembre 2011 de 15 heures à 20 heures Mercredi 30 novembre 2011 de 11 heures à 20 heures TÉLÉPHONE PENDANT L'EXPOSITION PUBLIQUE ET LA VENTE: +33 (0)1 48 00 20 91/92 Experts : CHRISTOPHE KUNICKI T: +33 (0)1 43 25 84 34 c.kunicki@orange.fr Sales conditions - Archéologie CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES My orders Sale information Sales conditions Return to catalogue H_32,5 cm South Arabian limestone statuette. Bibliographie comparative: Queen of Sheba, catalogue d'exposition, Londres, 2002, p.;813
0-آثارنا المنهوبة_5_p007_764a5e88;https://www.pba-auctions.com/lot/7974/1617595?refurl=Grande+lampe+%C3%A0+huile+dont+les+bords+sont+orn%C3%A9s+de+rinceaux+de+lierre+et+l%27arri%C3%A8re+d%27une+inscription+;. 32,5 ( 13) ( 13) Sacrificed. It has a curved handle that ends with an animal body and a large horns curved backwards, and two hands that lie in front of a lumbar, with a three-letter inscription in it, which is offered for sale at Pierre Berg's House and a company. Bronze. 4th century B.C.E.;Lot n° 172 Aller au lot Estimation : 6000 - 7000 EUR Résultats sans frais Résultat : 7 000EUR Grande lampe à huile dont les bords sont ornés de rinceaux d - Lot 172 Grande lampe à huile dont les bords sont ornés de rinceaux de lierre et l'arrière d'une inscription sudarabique de trois lettres ;
0-آثارنا المنهوبة_5_p007_712e95bc;https://www.pba-auctions.com/lot/12242/2420201?npp=20&;. 45,5 ( 14) ( 14) A tombstone. A rectangular tomb witness, carved by a clear-cut discharge, eyes poked and a prominent nose, a semi-synced mouth with three letterheads reading p.P.R., was offered for sale at Pierre Berg's House and Associates. Jerry's Stone. Late 2000 B.C.E. 45.5 centimeters long.;H_45,5 cm L_18,2 cm South Arabian limestone stelae. Informations sur la vente - Archéologie Archéologie Expositions publiques: Drouot-Richelieu - Salle 1 Mercredi 30 et Jeudi 31 Mai de 11 heures à 18 heures Vendredi 1er Juin de 11 heures à 12 heures Téléphone pendant l'exposition publique: +33 (0)1 48 00 20 01 Experts: Christophe Kunicki T. Lot n° 185 Aller au lot Estimation : 3000 - 4000 EUR Résultats sans frais Résultat : 7 000EUR Stèle iconique. +33 (0)1 43 25 84 34 c.kunicki@orange.fr Conditions de vente - Archéologie CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES Mes ordres d'achat Informations sur la vente Conditions de vente Retourner au catalogue Stèle rectangulaire sculptée au sommet d'un - Lot 185 Stèle iconique. Elle est gravée d'une inscription de trois lettres sudarabiques: nom du propriétaire. Stèle rectangulaire sculptée au sommet d'un visage triangulaire stylisé. Péninsule sudarabique, fin du Ier millénaire av.;947
