artifact_id;pdf_name;page_num;link;text_for_matching;text_for_matching_web;price;currency;wb_txt_shrt;wb_txt_lg;pdf_upgrd_description;type;detail;material;iconography;period_general;period_precise
0-25_p062_6e84de98;0-25.pdf;62;https://www.lot-art.com/auction-lots/A-South-Arabian-Limestone-Head/95-south_arabian-22.11.24-freeman;2 . 24.45 LOT - ART . 24.45 LOT - ART;LOT 95 A South Arabian Limestone Head [ translate ] A South Arabian Limestone Head Circa 3rd-1st Century B.C. Height with stand 11 5/8 inches (29.53 cm). Ryedale Auctioneers, Yorkshire, The Victor Brox Collection, 2 May 2024, Lot 33;;;Head, limestone, South Arabian, circa 3rd-1st century B.C. Height with stand 11 5/8 inches (29.53 cm).;Head, limestone, South Arabian, circa 3rd-1st century B.C. The object is recorded with a height including stand of 11 5/8 inches (29.53 cm). Provenance information in the source text notes Ryedale Auctioneers, Yorkshire, The Victor Brox Collection, 2 May 2024, Lot 33.;Lot, art, with no further object description or material information provided.;object;unknown;unknown;none;unknown;unknown
0-25_p063_c1d108c1;0-25.pdf;63;https://www.lot-art.com/auction-lots/South-Arabian-A-South-Arabian-Limestone-Oil-Lamp-Ex-Christies/91596715-south_arabian-22.12.24-catawiki;3 . 12.4 LOT - ART LOT - ART Sacrificed. Sacrificed from limestone, sitting in the form of a human sitting, his legs broken, holding in his hands the shape of an animal, above a hole in the pump of ignition oil and putting a fuse in it. Jerry's Stone. About the third century before the miles.;LOT 91596715 South Arabian A South Arabian Limestone Oil Lamp Ex Christies [ translate ] A South Arabian Limestone Oil lamp ,CIRCA 1ST CENTURY B. In the form of a bearded man, seated with his legs bent at the knees, the round fill hole at the top of his head, a loop at the nape of his neck, his arms wrapped around a turtle projecting outwards from his lap, its head forming the nozzle4 7/8 in. 4 cm.) high Provenance: Christies NY, June 4, 2008 Lot #92.;;;Oil lamp, limestone, South Arabian, circa 1st century B.C. Formed as a bearded man seated with bent legs, with a round fill hole at the top of the head, a loop at the nape of the neck, and arms wrapped around a turtle projecting from the lap, the turtle's head forming the nozzle.;Oil lamp, limestone, South Arabian, circa 1st century B.C. The lamp is modelled in the form of a bearded man seated with his legs bent at the knees. A round fill hole is placed at the top of the head, and a loop is present at the nape of the neck. The figure's arms are wrapped around a turtle projecting outward from the lap, with the turtle's head forming the nozzle. Height: 4 7/8 in. (4 cm.). Provenance: Christie's New York, 4 June 2008, lot 92.;Figurine, limestone, depicting a seated human figure with broken legs, holding an animal-shaped object in both hands above a hole in the base and inserting a fuse into it described as a sacrificed piece, probably from the 3rd century BC.;object;unknown;limestone;human;Late Antiquity;unknown
0-25_p064_f6ce2f73;0-25.pdf;64;https://www.lot-art.com/auction-lots/SOUTH-ARABIAN-FIGURE-OF-A-PRIEST/437-south_arabian-13.7.24-apollo;4 : 1- 2- [...] 300 - 100 380 × 160 5.3 LOT - ART A human statue. A statue of a man of marble stone, whose hands are broken, standing on a rectangle base of two levels, with a two-line blade line written as follows: A marble stone. About 300 before Miled-100 Miles. 380 mm x 160 mm;LOT 437 SOUTH ARABIAN ALABASTER FIGURE OF A PRIEST [ translate ] SOUTH ARABIAN ALABASTER FIGURE OF A PRIEST Ca. For similar see: Sotheby's, Ancient Sculpture and Works of Art, Part I (7 December 2021), Lot 4.Size: 380mm x 160mm;;;Figure, alabaster, South Arabian, of a priest, ca. 380 mm x 160 mm.;Figure, alabaster, South Arabian, of a priest, probably dating to an unspecified period. The object is described as a South Arabian alabaster figure of a priest. Recorded dimensions are 380 mm x 160 mm. A comparative reference is noted to Sotheby's, Ancient Sculpture and Works of Art, Part I (7 December 2021), lot 4.;Statue, marble stone, human figure of a man standing on a rectangular two-level base, with both hands broken the base bears a two-line blade line inscription. Dimensions: 380 x 160 mm. The object is dated to about 300 BCE to 100 BCE.;sculpture;statue;marble;human;unknown;unknown
0-25_p065_816507df;0-25.pdf;65;https://www.lot-art.com/auction-lots/South-Arabian-A-Group-of-five-stone-carved-heads-/321-south_arabian-12.6.24-sloane;5 . LOT - ART LOT - ART Gravestones. A bunch of gravestones in the form of human heads, from al-marmer stone in different colors, long, prominent noses, some broad, two prominent eyes, small and prominent mouths, three of which have to be written in the pavilion line. A marble stone.;[ translate ] South Arabian A Group of five stone carved heads, three with Ancient South Arabian inscription To be sold without reserve Provenance: Private Collection of Dr. LOT 321 South Arabian A Group of five stone carved heads,... Mohammed Said Farsi (1936-2019), acquired between 1960-90 at Christie's, Sotheby's and Mayfair Galleries London.;;;Stone carved heads, a group of five, South Arabian, three with Ancient South Arabian inscription.;Stone carved heads, group of five, South Arabian, carved in stone. Three of the heads bear Ancient South Arabian inscription. The source text gives no further technical, dimensional, or chronological details.;Gravestones, marble stone, in the form of human heads carved from marble in different colors, with long prominent noses, some broad, two prominent eyes, and small prominent mouths three examples have inscriptions written in the pavilion line.;sculpture;head;marble;human lion;unknown;unknown
0-25_p066_7c445bf9;0-25.pdf;66;https://www.liveauctioneers.com/search/?keyword=South%20Arabian&sort=-relevance&status=online;;;;;;;;object;unknown;gold;none;Late Antiquity;unknown
0-25_p067_31aa95b1;0-25.pdf;67;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-ALABASTER-HEAD-CIRCA-1ST-CENTURY-BCAD/63-south_arabian-03.7.24-christie;7 . 18 LOT - ART 18 LOT - ART The head of a human statue. The head of a human statue of the white marble stone with a long neck surrounded by three dark circular lines, with clear facial features, with apricots and barbs, with two prominent eyes mediated by the holes of the missing pupils, with two eyebrows with horizontal lines, two puffed cheeks, a puffed mouth, and on both sides of the head, the ears stand out.;LOT 63 A SOUTH ARABIAN ALABASTER HEAD CIRCA 1ST CENTURY B.C./A.D. [ translate ] A SOUTH ARABIAN ALABASTER HEAD CIRCA 1ST CENTURY B.C./A.D. (18 cm.) high Provenance with Galerie Orient-Occident, Paris.;;;Head, alabaster, South Arabian, circa 1st century B.C./A.D., 18 cm high.;Head, alabaster, South Arabian, circa 1st century B.C./A.D. The object is recorded as 18 cm high. Provenance: Galerie Orient-Occident, Paris.;Human statue head, white marble, with a long neck encircled by three dark circular lines. The head has clear facial features, including apricot-shaped eyes with drilled holes for the missing pupils, eyebrows marked by horizontal lines, puffed cheeks, a puffed mouth, and prominent ears on both sides.;sculpture;statue;marble;human;unknown;unknown
0-25_p068_2be803ae;0-25.pdf;68;https://www.lot-art.com/auction-lots/South-Arabian--Two-limestone-heads-Provenance-Private-Collection/300-south_arabian-12.6.24-sloane;8 : . 1- 8 4.5 2- 7 5.25 LOT - ART . 1- 8 4.5 2- 7 5.25 LOT - ART;LOT 300 South Arabian (?) Two limestone heads Provenance: Private Collection... [ translate ] South Arabian (?) Two limestone heads Provenance: Private Collection of Dr. From the Dr Mohammed S Farsi Collection Dimensions: [a] 8 in. Mohammed Said Farsi (1936-2019), acquired between 1960-90 at Christie's, Sotheby's and Mayfair Galleries London.;;;Two limestone heads, South Arabian (?);Two limestone heads, made of limestone and attributed tentatively to South Arabian (?) origin. Provenance is given as the Private Collection of Dr. Mohammed Said Farsi (1936-2019), acquired between 1960 and 1990 at Christie's, Sotheby's, and Mayfair Galleries, London. One head is recorded with a dimension of 8 in.;Object type and material cannot be determined from the provided text.;object;unknown;unknown;none;unknown;unknown
0-25_p069_9ad36b3a;0-25.pdf;69;https://www.lot-art.com/auction-lots/South-Arabian-A-black-stone-circular-incense-burner-To/310-south_arabian-12.6.24-sloane;9 . 5 6.25 LOT - ART 6.25 LOT - ART Crabs table. A two-strike table of marble stone, round-shaped, standing on three cylinder legs, with a flat surface, and on its outer side vertically marked lines, showing traces of squid. A marble stone.;[ translate ] South Arabian A black stone circular incense burner To be sold without reserve Provenance: Private Collection of Dr. LOT 310 South Arabian A black stone circular incense burner To... From the Dr Mohammed S Farsi Collection Dimensions: 5 in. Mohammed Said Farsi (1936-2019), acquired between 1960-90 at Christie's, Sotheby's and Mayfair Galleries London.;;;Incense burner, black stone, circular form, South Arabian.;Incense burner, black stone, circular, South Arabian. The object is described as a black stone circular incense burner. Provenance information in the source mentions a private collection of Dr. Mohammed Said Farsi, with acquisition between 1960 and 1990 at Christie's, Sotheby's, and Mayfair Galleries, London. The recorded dimension is 5 in.;Table, marble stone, round-shaped, with a flat surface and standing on three cylindrical legs the outer side is vertically marked with lines and shows traces of squid.;object;unknown;marble;none;Late Antiquity;unknown
0-25_p070_8aeba613;0-25.pdf;70;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-BRONZE-BOWL/720-south_arabian-03.10.23-archaeological;0 . 13.6 LOT - ART LOT - ART A bowl. A bronze bowl, containing paintings and decorations of three humans, three palm trees, two plant decorations, and a snake. Bronze. Around the 4th to 2nd century before the Miles.;LOT 720 A SOUTH-ARABIAN BRONZE BOWL. Hellenistic Period, 4th - 2nd century BCE. Decorated in relief with 3 human figures, 3 palm trees, 2 floral motifs and a serpent. [ translate ] A SOUTH-ARABIAN BRONZE BOWL.;;;Bronze bowl, South-Arabian, Hellenistic Period, 4th–2nd century BCE, decorated in relief with three human figures, three palm trees, two floral motifs, and a serpent.;Bronze bowl, South-Arabian, of Hellenistic Period date, 4th–2nd century BCE. The bowl is decorated in relief with three human figures, three palm trees, two floral motifs, and a serpent. The source text identifies the object as a South-Arabian bronze bowl and provides no further information on dimensions, provenance, or condition.;Bowl, bronze. Bronze bowl decorated with painted and/or incised motifs of three human figures, three palm trees, two plant motifs, and a snake. Dated to around the 4th to 2nd century BCE.;vessel;bowl;bronze;human owl;Late Antiquity;2nd century
0-25_p071_6a058638;0-25.pdf;71;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-BRONZE-OIL-LAMP-WITH-AN-IBEX-HANDLE-AND-INSCRIBED-ON-THE-SIDES/672-south_arabian-20.4.22-archaeological;1 . 21.8 LOT - ART 21.8 LOT - ART Sacrificed. A saddle of bronze, made up of an old tub to pour oil into it and put the fuse in it, with the end of it coming with a handle that ends in the front half of the oak, marked by the horns of the back, the chin under the mouth, and the feet that run forward. Bronze.;LOT 672 A SOUTH ARABIAN BRONZE OIL LAMP WITH AN IBEX HANDLE AND INSCRIBED ON THE SIDES. [ translate ] A SOUTH ARABIAN BRONZE OIL LAMP WITH AN IBEX HANDLE AND INSCRIBED ON THE SIDES. Simpson (ed.), 2002, Queen of Sheba: Treasures from Ancient Yemen, p. The handle is reattached but in good condition. For a parallel in the British Museum, see: J. Ex Shlomo Moussaieff coll., Herzliyah Pituah.;;;Oil lamp, bronze, South Arabian, with an ibex handle and inscriptions on the sides. The handle is reattached.;Oil lamp, bronze, South Arabian, with an ibex handle and inscriptions on the sides. The object is described as being in good condition, with the handle reattached. A parallel example is noted in the British Museum. The source text also cites Simpson (ed.), 2002, Queen of Sheba: Treasures from Ancient Yemen, and mentions the Shlomo Moussaieff collection, Herzliyah Pituah.;Saddle, bronze. Sacrificed object composed of an old oil-pouring tub fitted with a fuse holder the end has a handle terminating at the front half of the oak, marked by the horns at the back, the chin below the mouth, and the feet extending forward.;object;unknown;bronze;none;Late Antiquity;unknown
0-25_p072_9919924b;0-25.pdf;72;https://www.lot-art.com/auction-lots/Late-Uruk-South-Arabian-Stone-Stamp-Seal-Bead/67-late_uruk-13.2.20-artemi;2 . 3400 3100 0.8 × 0.25 (2 × 0.6 ) 2.8 (7.1 ) LOT - ART Seal. A rare cylindrical seal of black stone, punctured for comment, its surface is carved with symbols that look like an accelerator. Black stone. About 3,400 to 3100 before the miles. 0.8 in width x 0.25 in height (2 cm x 0.6 cm);These symbols feature dots and straight lines, repeated all the way around the body of the bead;;;Bead, material not specified, decorated with repeated symbols of dots and straight lines around the body.;Bead, material not specified, with decoration consisting of symbols made up of dots and straight lines repeated all the way around the body of the bead. No further technical details, dimensions, or chronology are provided in the source text.;Seal, black stone, rare cylindrical form, perforated for suspension, with a carved surface bearing symbols resembling an accelerator dimensions 0.8 cm wide x 0.25 cm high (2 cm x 0.6 cm) dated to about 3400–3100 BCE.;glyptic;seal;stone;none;Late Antiquity;unknown
0-25_p073_ccc96b0e;0-25.pdf;73;https://www.lot-art.com/auction-lots/Sabaean-Bronze-Camel-South-Arabian-Peninsula-5-cm-L/20361477-sabaean_bronze-22.8.18-catawiki;3  5 LOT - ART LOT - ART An animal statue. A camel statue, bronze, with a high head and two high ears, with his neck surrounded by a collar, with his back mediated by a sleeve. Bronze. Around the first century BC - the first century CD;LOT 20361477 Sabaean Bronze Camel, South Arabian Peninsula, 5 cm L [ translate ] Standing camel with long tucked tail. The seller guarantees that this item has been legally acquired & will be legally exported, related documents seen by Catawiki. This item do not need an export licence within the EU.;;;Bronze camel, South Arabian Peninsula, 5 cm long. Standing camel with long tucked tail.;Bronze camel, South Arabian Peninsula, 5 cm long. The object is a standing camel with a long tucked tail. It is identified as Sabaean and made of bronze. No further technical or contextual details are provided in the source text.;Animal statue, bronze, depicting a camel with a high head and two upright ears, a collar around the neck, and a sleeve-like element over the back. Dated to around the 1st century BC to the 1st century AD.;sculpture;statue;bronze;camel;South Arabian antiquity;unknown
0-25_p074_35a83904;0-25.pdf;74;https://www.lot-art.com/auction-lots/Beautiful-South-Arabian-Alabaster-Tripod-Offering-Table/70c-beautiful_south-10.11.22-artemiinfo@goam.gov.ye;;;;;;;;object;unknown;marble;none;Late Antiquity;unknown
0-25_p075_ed367d40;0-25.pdf;75;https://www.lot-art.com/auction-lots/STLE-ICONIQUE-PNINSULE-SUD-ARABIQUE-CA-IIeSICLE-AV-J-C-IIeSICLE-AP/1-stle_iconique-10.10.18-tajan;5 . 10.5 7,5 LOT - ART 10.5 7,5 LOT - ART The head of a human statue. The head of a man's statue, of the marble stone, with clear facial glimpses, the eyes are closed, the nose is long and the berries, the bottom of which is a small mouth embedded in a straight horizontal line, and it has a short neck.;Provenance Collection privée formée dans les années 1950/70 auprès de galeries, salles des ventes et autres collectionneurs. LOT 1 STLE ICONIQUE, PNINSULE SUD-ARABIQUE, CA. Iconic stela, South-Arabian peninsula, 2th c.B.C.-2th c.A.D. Elle représente le visage stylisé d'un personnage de face, le long nez droit surmontant la bouche juste incisée, les yeux en demi-cercles. [ translate ] STÈLE ICONIQUE, PÉNINSULE SUD-ARABIQUE, CA.;;;Stela, stone, from the South Arabian peninsula, ca. 2nd century BC–2nd century AD. It depicts a stylised frontal face with a long straight nose above a lightly incised mouth and semicircular eyes.;Stela, stone, from the South Arabian peninsula, ca. 2nd century BC–2nd century AD. The object represents the stylised face of a figure shown frontally. The facial features are rendered in a simplified manner, with a long straight nose, a mouth indicated by a simple incision, and eyes formed as semicircles. The source text identifies it as an iconic stela from the South Arabian peninsula.;Head of a human statue, marble stone, depicting a male head with clear facial features, closed eyes, a long nose, and a small mouth set in a straight horizontal line the head has a short neck.;sculpture;statue;marble;human;unknown;unknown
0-25_p076_f2310d70;0-25.pdf;76;https://www.liveauctioneers.com/search/?keyword=South%20Arabian&sort=-relevance&status=online;;;;;;;;sculpture;statue;unknown;human;unknown;unknown
0-25_p077_5321dc89;0-25.pdf;77;https://www.lot-art.com/auction-lots/VASE-MINIATURE/296-vase_miniature-17.7.22-monte;7  . 4.93 15 LOT - ART 15 LOT - ART Annie. A conical-shaped stone vessel of marble stone, with a high crater with a smaller diameter than the diameter of its base, without cover, with two knobs in the middle of its body, showing white-coloured lines (sticks) of the same stone. A marble stone.;LOT 296 VASE MINIATURE [ translate ] Albâtre, H 6 cm Péninsule sudarabique, IIIe siècle av. A South Arabian alabaster miniature vase.;;;Miniature vase, alabaster, from the South Arabian Peninsula, 3rd century BC. Height 6 cm.;Miniature vase, alabaster, from the South Arabian Peninsula, dated to the 3rd century BC. The object is described as a South Arabian alabaster miniature vase. Height: 6 cm.;Stone vessel, marble, conical-shaped with a high crater and a base of larger diameter than the upper opening, without cover, with two knobs at the middle of the body, and showing white-coloured veining in the same stone.;object;unknown;marble;none;unknown;unknown
0-25_p078_96776234;0-25.pdf;78;https://www.lot-art.com/auction-lots/A-LOT-OF-SIX-SILVER-OBOLS-AND-FRACTIONS-4th-3rd-CENTURY-BCE/42-six_silver-12.10.22-archaeological;8 . 4.93 15 LOT - ART LOT - ART Old Yemeni coins. Old Yemeni coins, one face of which is an image of the owl bird, and some with Latin letters, and the other face is likely to contain an expression of a human face. Silver. Around the fourth and third centuries before the miles.;LOT 42 A LOT OF SIX SILVER OBOLS AND FRACTIONS, 4th - 3rd CENTURY BCE. [ translate ] A LOT OF SIX SILVER OBOLS AND FRACTIONS, 4th - 3rd CENTURY BCE. One Ptolemaic Yehud, one Philistine, 2 Athenian and 2 South Arabian.;;;Coins, silver: a lot of six obols and fractions, 4th–3rd century BCE, comprising one Ptolemaic Yehud, one Philistine, two Athenian, and two South Arabian examples.;Coins, silver: a lot of six obols and fractions dating to the 4th–3rd century BCE. The group comprises one Ptolemaic Yehud coin, one Philistine coin, two Athenian coins, and two South Arabian coins. The source identifies the material as silver and the typological range as obols and fractions.;Coins, silver. Old Yemeni coins, one face with an image of an owl and some with Latin letters, the other face likely showing a human face. Dated to around the fourth and third centuries BCE.;currency;coin;silver;human owl;Late Antiquity;unknown
0-25_p079_49144713;0-25.pdf;79;https://www.lot-art.com/auction-lots/South-Arabian--Two-carved-heads-Provenance-Private-Collection/92-south_arabian-03.6.24-sloane;9 : . LOT - ART . LOT - ART;LOT 92 South Arabian (?) Two carved heads Provenance: Private Collection... [ translate ] South Arabian (?) Two carved heads Provenance: Private Collection of Dr. Mohammed Said Farsi (1936-2019), acquired between 1960-90 at Christie's, Sotheby's and Mayfair Galleries London.;;;Two carved heads, South Arabian (?) material not specified. Provenance: Private Collection of Dr. Mohammed Said Farsi (1936-2019), acquired between 1960 and 1990 at Christie's, Sotheby's, and Mayfair Galleries, London.;Two carved heads, South Arabian (?) material not specified. The object is described as two carved heads with a tentative South Arabian attribution. Provenance is given as the Private Collection of Dr. Mohammed Said Farsi (1936-2019), acquired between 1960 and 1990 at Christie's, Sotheby's, and Mayfair Galleries in London.;Lot, art, material not specified.;object;unknown;unknown;none;unknown;unknown
0-25_p080_bee8a24e;0-25.pdf;80;https://www.lot-art.com/auction-lots/South-Arabian--A-group-of-five-alabaster-fragments-/322-south_arabian-12.6.24-sloane;0  LOT - ART LOT - ART The heads of human statues. The heads of human statues, of marble stone, of different shapes and sizes, one of which is smashed and freckled, with a hint, plus the torso of a statue. A marble stone.;[ translate ] South Arabian (?) A group of five alabaster fragments, including four heads and one torso Provenance: Private Collection of Dr. LOT 322 South Arabian (?) A group of five alabaster fragments,... Mohammed Said Farsi (1936-2019), acquired between 1960-90 at Christie's, Sotheby's and Mayfair Galleries London.;;;Alabaster fragments, a group of five South Arabian (?) pieces comprising four heads and one torso.;Alabaster fragments, a group of five South Arabian (?) pieces comprising four heads and one torso. The group is described as fragments and includes sculptural elements in alabaster. Provenance noted in the source text: private collection of Dr. Mohammed Said Farsi (1936-2019), acquired between 1960 and 1990 at Christie's, Sotheby's, and Mayfair Galleries, London.;Sculptural fragments, marble stone: heads of human statues of different shapes and sizes, including one smashed and freckled, with a hint, together with a torso of a statue.;sculpture;statue;marble;human;unknown;unknown
0-25_p081_07788e5d;0-25.pdf;81;https://www.bidsquare.com/online-auctions/deutsch/a-sabean-bronze-plaque-934469;1 ( 3) . al-silwi 3. . 18 × 13 bidsquare . 18 × 13 bidsquare . A bronze engraving. The next inscription is from the public confession engravings studied by Ibrahim Al-Silwi 3 (Salawi 3), on a picture shown to him by the late Khalil Al-Zubairi. The text was presented without a photo in the Daci blog under the symbol al-silwi 3. The inscription is made of bronze, surrounded by a frame, and the inscription is rusty, written in the prominent al-Silwi 3.;A Sabean bronze plaque with text in seven lines with four holes for mounting and border line;;;Plaque, bronze, Sabean, with text in seven lines, four mounting holes, and a border line.;Plaque, bronze, Sabean, inscribed with text arranged in seven lines. The plaque has four holes for mounting and a border line.;Inscription, bronze, 18 × 13 cm, framed a bronze engraved inscription with a rusted surface, recorded as al-Silwi 3 and associated with the public confession engravings studied by Ibrahim Al-Silwi 3 (Salawi 3), based on an image shown by the late Khalil Al-Zubairi and published without a photograph in the Daci blog.;object;unknown;bronze;none;Islamic medieval;unknown
0-25_p082_810269e6;0-25.pdf;82;https://www.lot-art.com/auction-lots/South-Arabia-Saba-AR-Unit/3014-south_arabia-08.3.25-timeline;2  . 439 - 473 20 2.40 LOT - ART 2.40 LOT - ART A Muslim Yemeni coin. A Muslim Yemeni coin (Dinar Goldi), dating back to the reign of the right state, was caught in Zebed, and dated back to the reign of the king of Ali Bin Mohammed Al-Salehi, on which the line of Semi-Koffi was written. Gold.;Head of Athena to right, wearing crested Attic helmet decorated with three olive leaves and palmette, and disc earring;;;Head, material not specified, of Athena facing right, wearing a crested Attic helmet decorated with three olive leaves and a palmette, and a disc earring.;Head, material not specified, of Athena facing right. The goddess wears a crested Attic helmet decorated with three olive leaves and a palmette, and a disc earring. No further technical, dimensional, or chronological information is provided in the source text.;"Coin, gold. Muslim Yemeni dinar, attributed to the reign of Ali Bin Mohammed Al-Salehi and described as belonging to the ""right state"" found in Zebed. The coin bears an inscription in semi-Kufic script.";currency;coin;gold;none;unknown;unknown
0-25_p083_06963053;0-25.pdf;83;https://www.lot-art.com/auction-lots/Yemen-Sulayhid-Dynasty-Arwa-bint-Ahmad-12-Dinar-Dhu-Jibla-Mint-blundered-date-struck-between-1091-and-1137-AD/88573781-yemen_sulayhid-25.9.24-catawiki;3  . 532 - 484 / 1091 - 1137 1.09 18.00 LOT - ART 18.00 LOT - ART A Muslim Yemeni coin. A Muslim Yemeni coin, Denar Goldi, dating back to the reign of the good state, was caught in Jabala, and dated back to the reign of Al-Sal, the daughter of Ahmed Al-Salehi, was marked with a semi-Koffi line. Gold.;D.) Obverse: Within three concentric circles, Shiʿa kalima in a pseudo-Kufic style;;;Coin, metal. Obverse with Shiʿa kalima in pseudo-Kufic style within three concentric circles.;Coin, metal. The obverse is decorated within three concentric circles and bears the Shiʿa kalima rendered in a pseudo-Kufic style. No further details are provided in the source text.;Coin, gold, Muslim Yemeni denar, dated to the reign of al-Sal, daughter of Ahmed al-Salehi, with a semi-Kufic inscription reportedly found in Jabalah.;currency;coin;gold;none;Islamic medieval;unknown
0-25_p084_712079d1;0-25.pdf;84;https://www.lot-art.com/auction-lots/Fine-South-Arabian-Alabaster-Head-of-Bearded-Male/77f-fine_south-09.5.19-artemi;4 . ( 14.2 × 23.8 ) LOT - ART . ( 14.2 × 23.8 ) LOT - ART;"A fabulous hand-carved alabaster head of a man delineated in high relief, perhaps from a funerary stele, presenting a quixotic visage comprised of gazing almond-shaped eyes beneath thin brows, a slender nose above pursed lips, and protruding rectangular ears, all atop a stocky neck. A stylistically-similar example, of a slightly-larger size with similar facial hair stippling, hammered for $27,500 at Christie's, New York Antiquities auction (sale 3403, December 11, 2014, lot 84): Provenance: ex-private Texas, USA collection, acquired over 20 years ago by late husband All items legal to buy/sell under U.S. The people of these kingdoms created figural representations from alabaster and other stones, including stele with high relief faces honoring the deceased like this one. Size: 5.6"" W x 9.375"" H (14.2 cm x 23.8 cm)";;;Head, alabaster, hand-carved in high relief, perhaps from a funerary stele. The male face has almond-shaped eyes, thin brows, a slender nose, pursed lips, protruding rectangular ears, and a stocky neck. Size: 5.6 in. W x 9.375 in. H (14.2 cm x 23.8 cm).;Head, alabaster, hand-carved in high relief, perhaps from a funerary stele. The object presents a male visage with gazing almond-shaped eyes beneath thin brows, a slender nose above pursed lips, protruding rectangular ears, and a stocky neck. The surface is described as quixotic in expression, and the head is noted as stylistically similar to another example with comparable facial hair stippling. The text identifies this type of figural representation as belonging to a tradition of alabaster and other stone stele with high relief faces honoring the deceased. Size: 5.6 in. W x 9.375 in. H (14.2 cm x 23.8 cm).;Lot, art, dimensions 14.2 × 23.8.;object;unknown;unknown;none;unknown;unknown
0-25_p085_f13f7dbe;0-25.pdf;85;https://www.bidsquare.com/online-auctions/artemis-gallery/set-of-4-sabean-bronze-bull-hoof-supports-2251316;5 . 5.75 11 (14.6 × 27.9 ) bidsquare 11 (14.6 × 27.9 ) bidsquare Hooves. A bunch of identical bull hooves of bronze are larger than normal size, each of which is superior to a large cube, and two of which have prominent holes above the cube for installation, three of which are hollow from the inside, with holes in the back of the cubes and on the foot base. Bronze.;"Selling antiquities, ancient and ethnographic art online since 1993, Artemis Gallery specializes in Classical Antiquities (Egyptian, Greek, Roman, Near Eastern), Asian, Pre-Columbian, African / Tribal / Oceanographic art. Each stands slightly forward on its realistic hoof with two claws displayed, the cuboid slightly set over the back of the hoof rather than directly over it, with two naturalistic projections from the back, showing that the artisans who sculpted the molds to create these feet paid close attention to the details of bull anatomy. Four matching, more-than-life-sized cast bronze bull hooves, each capped by a large, cuboid shape, and with two have projecting slots atop the cuboid for attachment. The cuboid projections and slots on two of them suggest that they were made to hold a table or altar rather than a full statue of a bull. Another possibility is that these feet were part of a naos - a simple rectangular temple form - as in an example found near Haoulti, which had four feet shaped like bull's hooves, two pointing forward, and two pointing back, supporting a base that held a niche decorated with ornamentation. Size of each (all are relatively similar): 5.75"" W x 11"" H (14.6 cm x 27.9 cm) What might these massive hooves have graced? 1st millennium BCE to early 1st millennium CE, probably later in the period based on the lead weight, which was a later technological innovation to stabilize monumental statuary. For example, the sandstone offering table found at Swada and now at the Louvre (AO 31930) has an animal's head on the left and feet terminating in bull's hooves.";;;Four cast bronze bull hooves, each with a cuboid upper element and two naturalistic projections at the back, probably intended as supports for a table, altar, or naos. Each measures 5.75 in. W x 11 in. H (14.6 cm x 27.9 cm) and is dated to the 1st millennium BCE to the early 1st millennium CE.;Four cast bronze bull hooves, each more-than-life-sized and similarly proportioned, with a realistic hoof form showing two claws, a cuboid element set slightly over the back of the hoof, and two naturalistic projections from the rear. Two of the examples have projecting slots on top of the cuboid, indicating attachment points. The form suggests that they may have served as supports for a table or altar rather than for a full bull statue another possibility is that they belonged to a naos, a simple rectangular temple form. Each measures 5.75 in. W x 11 in. H (14.6 cm x 27.9 cm). The group is dated broadly to the 1st millennium BCE to the early 1st millennium CE, probably later in that range based on the lead weight mentioned in the source text.;Hooves, bronze. A group of identical oversized bull hooves in bronze, each larger than normal size and larger than a large cube. Two examples have prominent holes above the cube for installation, and three examples are hollow inside, with holes at the back of the cubes and on the foot base.;object;unknown;bronze;bull;unknown;unknown
0-25_p086_d1991843;0-25.pdf;86;https://www.lot-art.com/auction-lots/South-Arabian-A-Group-of-five-alabaster-figures-To/297-south_arabian-12.6.24-sloane;6 : [ / ]. 10 ×  5.5 ×  3 ×  7.25 ×  3.25 ×  1.5 ×  LOT - ART LOT - ART Human statues. A bunch of human statues, from the marble stone, are often similar in design and in movements and sizes, except for the statue in the middle, as it appears to be large, as it is the largest and only one with a pigeon in its hand, and at the bottom there is an inscription with a single line of the phalange line as follows: [A/T/R/R]. A marble stone.;[ translate ] South Arabian A Group of five alabaster figures To be sold without reserve Provenance: Private Collection of Dr. LOT 297 South Arabian A Group of five alabaster figures To... From the Dr Mohammed S Farsi Collection Dimensions: Ranging from 10 in. Mohammed Said Farsi (1936-2019), acquired between 1960-90 at Christie's, Sotheby's and Mayfair Galleries London.;;;Group of five South Arabian alabaster figures, ranging in height from 10 in., from the Dr Mohammed Said Farsi Collection.;Group of five alabaster figures, South Arabian, from the Dr Mohammed Said Farsi Collection. The figures range in height from 10 in. Provenance given as the private collection of Dr. Mohammed Said Farsi (1936-2019), acquired between 1960 and 1990 at Christie's, Sotheby's, and Mayfair Galleries, London.;Human statues, marble stone, lot of human statues carved in marble, similar in design, pose, and size, with one larger central statue distinguished by a pigeon held in the hand the base bears a single-line inscription reading [A/T/R/R]. Dimensions: 10 × 5.5 × 3 × 7.25 × 3.25 × 1.5.;sculpture;statue;marble;human;Late Antiquity;unknown
